baskervilles10	0	0	Chapter	Chapter	NN	(S(NP*	***
baskervilles10	3	3	from	from	IN	(PP*	***
baskervilles10	3	4	the	the	DT	(NP*	***
baskervilles10	3	5	latter	latter	JJ	*)))	***
baskervilles10	3	6	will	will	MD	(VP*	***
baskervilles10	3	7	carry	carry	VB	(VP*	***
baskervilles10	3	8	me	me	PRP	(NP*)	***
baskervilles10	3	9	on	on	RP	(PRT*)	***
baskervilles10	3	10	to	to	TO	(PP*	***
baskervilles10	3	11	those	those	DT	(NP(NP*	***
baskervilles10	3	12	scenes	scene	NNS	*)	***
baskervilles10	3	13	which	which	WDT	(SBAR(WHNP*)	***
baskervilles10	3	14	are	be	VBP	(S(VP*	***
baskervilles10	3	15	indelibly	indelibly	RB	(ADVP*)	***
baskervilles10	3	16	fixed	fix	VBN	(VP*	***
baskervilles10	3	17	in	in	IN	(PP*	***
baskervilles10	3	18	every	every	DT	(NP*	***
baskervilles10	3	19	detail	detail	NN	*))	***
baskervilles10	3	20	upon	upon	IN	(PP*	***
baskervilles10	3	21	my	my	PRP$	(NP*	***
baskervilles10	3	22	memory	memory	NN	*))))))))))	***
baskervilles10	3	23	.	.	.	*)	***

baskervilles10	4	0	I	I	PRP	(S(NP*)	***
baskervilles10	4	1	proceed	proceed	VBP	(VP*	***
baskervilles10	4	2	,	,	,	*	***
baskervilles10	4	3	then	then	RB	(ADVP*)	***
baskervilles10	4	4	,	,	,	*	***
baskervilles10	4	5	from	from	IN	(PP*	***
baskervilles10	4	6	the	the	DT	(NP(NP*	***
baskervilles10	4	7	morning	morning	NN	*)	***
baskervilles10	4	8	which	which	WDT	(SBAR(WHNP*)	***
baskervilles10	4	9	followed	follow	VBD	(S(VP*	***
baskervilles10	4	10	our	our	PRP$	(NP(NP*	***
baskervilles10	4	11	abortive	abortive	JJ	*	***
baskervilles10	4	12	chase	chase	NN	*)	***
baskervilles10	4	13	of	of	IN	(PP*	***
baskervilles10	4	14	the	the	DT	(NP(NP*	***
baskervilles10	4	15	convict	convict	NNP	*)	***
baskervilles10	4	16	and	and	CC	*	***
baskervilles10	4	17	our	our	PRP$	(NP*	***
baskervilles10	4	18	other	other	JJ	*	***
baskervilles10	4	19	strange	strange	JJ	*	***
baskervilles10	4	20	experiences	experience	NNS	*))))	***
baskervilles10	4	21	upon	upon	IN	(PP*	***
baskervilles10	4	22	the	the	DT	(NP*	***
baskervilles10	4	23	moor	moor	NN	*))))))))	***
baskervilles10	4	24	.	.	.	*)	***

baskervilles10	5	0	October	October	NNP	(FRAG(NP*)	***
baskervilles10	5	1	16th	16th	JJ	(ADJP*)	***
baskervilles10	5	2	.	.	.	*)	***

baskervilles10	6	0	A	A	DT	(NP(NP*	***
baskervilles10	6	1	dull	dull	JJ	(ADJP*	***
baskervilles10	6	2	and	and	CC	*	***
baskervilles10	6	3	foggy	foggy	JJ	*)	***
baskervilles10	6	4	day	day	NN	*)	***
baskervilles10	6	5	with	with	IN	(PP*	***
baskervilles10	6	6	a	a	DT	(NP(NP*	***
baskervilles10	6	7	drizzle	drizzle	NN	*)	***
baskervilles10	6	8	of	of	IN	(PP*	***
baskervilles10	6	9	rain	rain	NN	(NP*))))	***
baskervilles10	6	10	.	.	.	*)	***

baskervilles10	7	0	The	The	DT	(S(NP*	***
baskervilles10	7	1	house	house	NN	*)	***
baskervilles10	7	2	is	be	VBZ	(VP*	***
baskervilles10	7	3	banked	bank	VBN	(VP*	***
baskervilles10	7	4	in	in	RP	(PRT*)	***
baskervilles10	7	5	with	with	IN	(PP*	***
baskervilles10	7	6	rolling	rolling	JJ	(NP(NP*	***
baskervilles10	7	7	clouds	cloud	NNS	*)	***
baskervilles10	7	8	,	,	,	*	***
baskervilles10	7	9	which	which	WDT	(SBAR(WHNP*)	***
baskervilles10	7	10	rise	rise	VBP	(S(VP*	***
baskervilles10	7	11	now	now	RB	(ADVP*	***
baskervilles10	7	12	and	and	CC	*	***
baskervilles10	7	13	then	then	RB	*)	***
baskervilles10	7	14	to	to	TO	(S(VP*	***
baskervilles10	7	15	show	show	VB	(VP*	***
baskervilles10	7	16	the	the	DT	(NP(NP*	***
baskervilles10	7	17	dreary	dreary	JJ	*	***
baskervilles10	7	18	curves	curve	NNS	*)	***
baskervilles10	7	19	of	of	IN	(PP*	***
baskervilles10	7	20	the	the	DT	(NP*	***
baskervilles10	7	21	moor	moor	NN	*))	***
baskervilles10	7	22	,	,	,	*	***
baskervilles10	7	23	with	with	IN	(PP*	***
baskervilles10	7	24	thin	thin	JJ	(NP*	***
baskervilles10	7	25	,	,	,	*	***
baskervilles10	7	26	silver	silver	JJ	*	***
baskervilles10	7	27	veins	vein	NNS	*)))	***
baskervilles10	7	28	upon	upon	IN	(PP*	***
baskervilles10	7	29	the	the	DT	(NP(NP*	***
baskervilles10	7	30	sides	side	NNS	*)	***
baskervilles10	7	31	of	of	IN	(PP*	***
baskervilles10	7	32	the	the	DT	(NP(NP*	***
baskervilles10	7	33	hills	hill	NNS	*)	***
baskervilles10	7	34	,	,	,	*	***
baskervilles10	7	35	and	and	CC	*	***
baskervilles10	7	36	the	the	DT	(NP(NP*	***
baskervilles10	7	37	distant	distant	JJ	*	***
baskervilles10	7	38	boulders	boulder	NNS	*)	***
baskervilles10	7	39	gleaming	gleam	VBG	(VP*	***
baskervilles10	7	40	where	where	WRB	(SBAR(WHADVP*)	***
baskervilles10	7	41	the	the	DT	(S(NP*	***
baskervilles10	7	42	light	light	NN	*)	***
baskervilles10	7	43	strikes	strike	VBZ	(VP*	***
baskervilles10	7	44	upon	upon	IN	(PP*	***
baskervilles10	7	45	their	their	PRP$	(NP*	***
baskervilles10	7	46	wet	wet	JJ	*	***
baskervilles10	7	47	faces	face	NNS	*)))))))))))))))))))))	***
baskervilles10	7	48	.	.	.	*)	***

baskervilles10	8	0	It	It	PRP	(S(NP*)	***
baskervilles10	8	1	is	be	VBZ	(VP*	***
baskervilles10	8	2	melancholy	melancholy	JJ	(UCP(ADJP*	***
baskervilles10	8	3	outside	outside	JJ	*)	***
baskervilles10	8	4	and	and	CC	*	***
baskervilles10	8	5	in	in	IN	(ADVP*)))	***
baskervilles10	8	6	.	.	.	*)	***

baskervilles10	9	0	The	The	DT	(S(NP*	***
baskervilles10	9	1	baronet	baronet	NN	*)	***
baskervilles10	9	2	is	be	VBZ	(VP*	***
baskervilles10	9	3	in	in	IN	(PP*	***
baskervilles10	9	4	a	a	DT	(NP(NP*	***
baskervilles10	9	5	black	black	JJ	*	***
baskervilles10	9	6	reaction	reaction	NN	*)	***
baskervilles10	9	7	after	after	IN	(PP*	***
baskervilles10	9	8	the	the	DT	(NP(NP*	***
baskervilles10	9	9	excitements	excitement	NNS	*)	***
baskervilles10	9	10	of	of	IN	(PP*	***
baskervilles10	9	11	the	the	DT	(NP*	***
baskervilles10	9	12	night	night	NN	*)))))))	***
baskervilles10	9	13	.	.	.	*)	***

baskervilles10	10	0	I	I	PRP	(S(NP*)	_	_	_
baskervilles10	10	1	am	be	VBP	(VP*	_	_	_
baskervilles10	10	2	conscious	conscious	JJ	(ADJP*	_	_	_
baskervilles10	10	3	myself	myself	PRP	(NP*)	_	_	_
baskervilles10	10	4	of	of	IN	(PP*	_	_	_
baskervilles10	10	5	a	a	DT	(NP(NP*	_	_	_
baskervilles10	10	6	weight	weight	NN	*)	_	_	_
baskervilles10	10	7	at	at	IN	(PP*	_	_	_
baskervilles10	10	8	my	my	PRP$	(NP(NP*	_	_	_
baskervilles10	10	9	heart	heart	NN	*)	_	_	_
baskervilles10	10	10	and	and	CC	*	_	_	_
baskervilles10	10	11	a	a	DT	(NP(NP*	_	_	_
baskervilles10	10	12	feeling	feeling	NN	*)	_	_	_
baskervilles10	10	13	of	of	IN	(PP*	_	_	_
baskervilles10	10	14	impending	impend	JJ	(NP(NP*	_	_	_
baskervilles10	10	15	danger	danger	NN	*)	_	_	_
baskervilles10	10	16	--	--	:	*	_	_	_
baskervilles10	10	17	ever	ever	RB	(ADVP*)	_	_	_
baskervilles10	10	18	present	present	JJ	(NP*	_	_	_
baskervilles10	10	19	danger	danger	NN	*)	_	_	_
baskervilles10	10	20	,	,	,	*	_	_	_
baskervilles10	10	21	which	which	WDT	(SBAR(WHNP*)	_	_	_
baskervilles10	10	22	is	be	VBZ	(S(VP*	_	_	_
baskervilles10	10	23	the	the	DT	(ADJP*	_	_	_
baskervilles10	10	24	more	more	RBR	*	_	_	_
baskervilles10	10	25	terrible	terrible	JJ	*)	_	_	_
baskervilles10	10	26	because	because	IN	(SBAR*	_	_	_
baskervilles10	10	27	I	I	PRP	(S(NP*)	_	I	_
baskervilles10	10	28	am	be	VBP	(VP*	_	am	_
baskervilles10	10	29	unable	unable	JJ	(ADJP*	un	able	able
baskervilles10	10	30	to	to	TO	(S(VP*	_	to	_
baskervilles10	10	31	define	define	VB	(VP*	_	define	_
baskervilles10	10	32	it	it	PRP	(NP*))))))))))))))))))))	_	it	_
baskervilles10	10	33	.	.	.	*)	_	_	_

baskervilles10	11	0	And	And	CC	(SQ*	_	_	_
baskervilles10	11	1	have	have	VBP	*	_	have	_
baskervilles10	11	2	I	I	PRP	(NP*)	_	I	_
baskervilles10	11	3	not	not	RB	*	not	_	_
baskervilles10	11	4	cause	cause	VB	(VP*	_	cause	_
baskervilles10	11	5	for	for	IN	(PP*	_	for	_
baskervilles10	11	6	such	such	PDT	(NP*	_	such	_
baskervilles10	11	7	a	a	DT	*	_	a	_
baskervilles10	11	8	feeling	feeling	NN	*)))	_	feeling	_
baskervilles10	11	9	?	?	.	*)	_	_	_

baskervilles10	12	0	Consider	Consider	VB	(S(VP*	***
baskervilles10	12	1	the	the	DT	(NP(NP*	***
baskervilles10	12	2	long	long	JJ	*	***
baskervilles10	12	3	sequence	sequence	NN	*)	***
baskervilles10	12	4	of	of	IN	(PP*	***
baskervilles10	12	5	incidents	incident	NNS	(NP(NP*)	***
baskervilles10	12	6	which	which	WDT	(SBAR(WHNP*)	***
baskervilles10	12	7	have	have	VBP	(S(VP*	***
baskervilles10	12	8	all	all	DT	*	***
baskervilles10	12	9	pointed	point	VBN	(VP*	***
baskervilles10	12	10	to	to	TO	(PP*	***
baskervilles10	12	11	some	some	DT	(NP(NP*	***
baskervilles10	12	12	sinister	sinister	JJ	*	***
baskervilles10	12	13	influence	influence	NN	*)	***
baskervilles10	12	14	which	which	WDT	(SBAR(WHNP*)	***
baskervilles10	12	15	is	be	VBZ	(S(VP*	***
baskervilles10	12	16	at	at	IN	(PP*	***
baskervilles10	12	17	work	work	NN	(NP*))	***
baskervilles10	12	18	around	around	IN	(PP*	***
baskervilles10	12	19	us	us	PRP	(NP*)))))))))))))))	***
baskervilles10	12	20	.	.	.	*)	***

baskervilles10	13	0	There	There	EX	(S(S(NP*)	***
baskervilles10	13	1	is	be	VBZ	(VP*	***
baskervilles10	13	2	the	the	DT	(NP(NP*	***
baskervilles10	13	3	death	death	NN	*)	***
baskervilles10	13	4	of	of	IN	(PP*	***
baskervilles10	13	5	the	the	DT	(NP(NP*	***
baskervilles10	13	6	last	last	JJ	*	***
baskervilles10	13	7	occupant	occupant	NN	*)	***
baskervilles10	13	8	of	of	IN	(PP*	***
baskervilles10	13	9	the	the	DT	(NP*	***
baskervilles10	13	10	Hall	Hall	NNP	*)))))	***
baskervilles10	13	11	,	,	,	*	***
baskervilles10	13	12	fulfilling	fulfil	VBG	(S(VP*	***
baskervilles10	13	13	so	so	RB	(ADVP*	***
baskervilles10	13	14	exactly	exactly	RB	*)	***
baskervilles10	13	15	the	the	DT	(NP(NP*	***
baskervilles10	13	16	conditions	condition	NNS	*)	***
baskervilles10	13	17	of	of	IN	(PP*	***
baskervilles10	13	18	the	the	DT	(NP*	***
baskervilles10	13	19	family	family	NN	*	***
baskervilles10	13	20	legend	legend	NN	*)))))))	***
baskervilles10	13	21	,	,	,	*	***
baskervilles10	13	22	and	and	CC	*	***
baskervilles10	13	23	there	there	EX	(S(NP*)	***
baskervilles10	13	24	are	be	VBP	(VP*	***
baskervilles10	13	25	the	the	DT	(NP(NP*	***
baskervilles10	13	26	repeated	repeat	JJ	*	***
baskervilles10	13	27	reports	report	NNS	*)	***
baskervilles10	13	28	from	from	IN	(PP*	***
baskervilles10	13	29	peasants	peasant	NNS	(NP(NP*)	***
baskervilles10	13	30	of	of	IN	(PP*	***
baskervilles10	13	31	the	the	DT	(NP(NP*	***
baskervilles10	13	32	appearance	appearance	NN	*)	***
baskervilles10	13	33	of	of	IN	(PP*	***
baskervilles10	13	34	a	a	DT	(NP(NP*	***
baskervilles10	13	35	strange	strange	JJ	*	***
baskervilles10	13	36	creature	creature	NN	*)	***
baskervilles10	13	37	upon	upon	IN	(PP*	***
baskervilles10	13	38	the	the	DT	(NP*	***
baskervilles10	13	39	moor	moor	NN	*)))))))))))	***
baskervilles10	13	40	.	.	.	*)	***

baskervilles10	14	0	Twice	Twice	RB	(S*	***
baskervilles10	14	1	I	I	PRP	(NP*)	***
baskervilles10	14	2	have	have	VBP	(VP*	***
baskervilles10	14	3	with	with	IN	(PP*	***
baskervilles10	14	4	my	my	PRP$	(NP*	***
baskervilles10	14	5	own	own	JJ	*	***
baskervilles10	14	6	ears	ear	NNS	*))	***
baskervilles10	14	7	heard	hear	VBN	(VP*	***
baskervilles10	14	8	the	the	DT	(NP(NP*	***
baskervilles10	14	9	sound	sound	NN	*)	***
baskervilles10	14	10	which	which	WDT	(SBAR(WHNP*)	***
baskervilles10	14	11	resembled	resemble	VBD	(S(VP*	***
baskervilles10	14	12	the	the	DT	(NP(NP*	***
baskervilles10	14	13	distant	distant	JJ	*	***
baskervilles10	14	14	baying	baying	NN	*)	***
baskervilles10	14	15	of	of	IN	(PP*	***
baskervilles10	14	16	a	a	DT	(NP*	***
baskervilles10	14	17	hound	hound	NN	*)))))))))	***
baskervilles10	14	18	.	.	.	*)	***

baskervilles10	15	0	It	It	PRP	(S(NP*)	_	It	_	_	It	_
baskervilles10	15	1	is	be	VBZ	(VP*	_	is	_	_	is	_
baskervilles10	15	2	incredible	incredible	JJ	(ADJP*	_	_	_	in	credible	credible
baskervilles10	15	3	,	,	,	*	_	_	_	_	_	_
baskervilles10	15	4	impossible	impossible	JJ	*)	im	possible	possible	_	_	_
baskervilles10	15	5	,	,	,	*	_	_	_	_	_	_
baskervilles10	15	6	that	that	IN	(SBAR*	_	that	_	_	that	_
baskervilles10	15	7	it	it	PRP	(S(NP*)	_	it	_	_	it	_
baskervilles10	15	8	should	should	MD	(VP*	_	should	_	_	should	_
baskervilles10	15	9	really	really	RB	(ADVP*)	_	really	_	_	really	_
baskervilles10	15	10	be	be	VB	(VP*	_	be	_	_	be	_
baskervilles10	15	11	outside	outside	IN	(PP*	_	outside	_	_	outside	_
baskervilles10	15	12	the	the	DT	(NP(NP*	_	the	_	_	the	_
baskervilles10	15	13	ordinary	ordinary	JJ	*	_	ordinary	_	_	ordinary	_
baskervilles10	15	14	laws	law	NNS	*)	_	laws	_	_	laws	_
baskervilles10	15	15	of	of	IN	(PP*	_	of	_	_	of	_
baskervilles10	15	16	nature	nature	NN	(NP*)))))))))	_	nature	_	_	nature	_
baskervilles10	15	17	.	.	.	*)	_	_	_	_	_	_

baskervilles10	16	0	A	A	DT	(S(NP(NP*	_	A	_
baskervilles10	16	1	spectral	spectral	JJ	*	_	spectral	_
baskervilles10	16	2	hound	hound	NN	*)	_	hound	_
baskervilles10	16	3	which	which	WDT	(SBAR(WHNP*)	_	which	_
baskervilles10	16	4	leaves	leave	VBZ	(S(VP(VP*	_	leaves	_
baskervilles10	16	5	material	material	NN	(NP*	_	material	_
baskervilles10	16	6	footmarks	footmark	NNS	*))	_	footmarks	_
baskervilles10	16	7	and	and	CC	*	_	and	_
baskervilles10	16	8	fills	fill	VBZ	(VP*	_	fills	_
baskervilles10	16	9	the	the	DT	(NP(NP*	_	the	_
baskervilles10	16	10	air	air	NN	*)	_	air	_
baskervilles10	16	11	with	with	IN	(PP*	_	with	_
baskervilles10	16	12	its	its	PRP$	(NP*	_	its	_
baskervilles10	16	13	howling	howling	VBG	*))))))))	_	howling	_
baskervilles10	16	14	is	be	VBZ	(VP*	_	is	_
baskervilles10	16	15	surely	surely	RB	(ADVP*)	_	_	_
baskervilles10	16	16	not	not	RB	(S*	not	_	_
baskervilles10	16	17	to	to	TO	(VP*	_	to	_
baskervilles10	16	18	be	be	VB	(VP*	_	be	_
baskervilles10	16	19	thought	think	VBN	(VP*	_	thought	thought
baskervilles10	16	20	of	of	IN	(PP*))))))	_	of	of
baskervilles10	16	21	.	.	.	*)	_	_	_

baskervilles10	17	0	Stapleton	Stapleton	NNP	(S(S(NP*)	_	_	_
baskervilles10	17	1	may	may	MD	(VP*	_	_	_
baskervilles10	17	2	fall	fall	VB	(VP*	_	_	_
baskervilles10	17	3	in	in	IN	(PP*	_	_	_
baskervilles10	17	4	with	with	IN	(NP(NP*	_	_	_
baskervilles10	17	5	such	such	PDT	*	_	_	_
baskervilles10	17	6	a	a	DT	*	_	_	_
baskervilles10	17	7	superstition	superstition	NN	*)	_	_	_
baskervilles10	17	8	,	,	,	*	_	_	_
baskervilles10	17	9	and	and	CC	*	_	_	_
baskervilles10	17	10	Mortimer	Mortimer	NNP	(NP*)))	_	_	_
baskervilles10	17	11	also	also	RB	(ADVP*))))	_	_	_
baskervilles10	17	12	,	,	,	*	_	_	_
baskervilles10	17	13	but	but	CC	*	_	_	_
baskervilles10	17	14	if	if	IN	(S(SBAR*	_	_	_
baskervilles10	17	15	I	I	PRP	(S(NP*)	_	_	_
baskervilles10	17	16	have	have	VBP	(VP*	_	_	_
baskervilles10	17	17	one	one	CD	(NP*	_	_	_
baskervilles10	17	18	quality	quality	NN	*)	_	_	_
baskervilles10	17	19	upon	upon	IN	(PP*	_	_	_
baskervilles10	17	20	earth	earth	NN	(NP*)))))	_	_	_
baskervilles10	17	21	it	it	PRP	(NP*)	_	_	_
baskervilles10	17	22	is	be	VBZ	(VP*	_	_	_
baskervilles10	17	23	common	common	JJ	(NP*	_	_	_
baskervilles10	17	24	sense	sense	NN	*)))	_	_	_
baskervilles10	17	25	,	,	,	*	_	_	_
baskervilles10	17	26	and	and	CC	*	_	_	_
baskervilles10	17	27	nothing	nothing	NN	(S(NP*)	nothing	_	_
baskervilles10	17	28	will	will	MD	(VP*	_	will	_
baskervilles10	17	29	persuade	persuade	VB	(VP*	_	persuade	_
baskervilles10	17	30	me	me	PRP	(NP*)	_	me	_
baskervilles10	17	31	to	to	TO	(S(VP*	_	to	_
baskervilles10	17	32	believe	believe	VB	(VP*	_	believe	_
baskervilles10	17	33	in	in	RP	(PRT*)	_	in	_
baskervilles10	17	34	such	such	PDT	(NP*	_	such	_
baskervilles10	17	35	a	a	DT	*	_	a	_
baskervilles10	17	36	thing	thing	NN	*)))))))	_	thing	_
baskervilles10	17	37	.	.	.	*)	_	_	_

baskervilles10	18	0	To	To	TO	(S(S(VP*	_	_	_
baskervilles10	18	1	do	do	VB	(VP*	_	_	_
baskervilles10	18	2	so	so	RB	(ADVP*))))	_	_	_
baskervilles10	18	3	would	would	MD	(VP*	_	_	_
baskervilles10	18	4	be	be	VB	(VP*	_	_	_
baskervilles10	18	5	to	to	TO	(S(VP*	_	_	_
baskervilles10	18	6	descend	descend	VB	(VP*	_	_	_
baskervilles10	18	7	to	to	TO	(PP*	_	_	_
baskervilles10	18	8	the	the	DT	(NP(NP*	_	_	_
baskervilles10	18	9	level	level	NN	*)	_	_	_
baskervilles10	18	10	of	of	IN	(PP*	_	_	_
baskervilles10	18	11	these	these	DT	(NP(NP*	_	_	_
baskervilles10	18	12	poor	poor	JJ	*	_	_	_
baskervilles10	18	13	peasants	peasant	NNS	*)	_	_	_
baskervilles10	18	14	,	,	,	*	_	_	_
baskervilles10	18	15	who	who	WP	(SBAR(WHNP*)	_	who	_
baskervilles10	18	16	are	be	VBP	(S(VP(VP*	_	are	_
baskervilles10	18	17	not	not	RB	*	not	_	_
baskervilles10	18	18	content	content	JJ	(ADJP*	_	content	content
baskervilles10	18	19	with	with	IN	(PP*	_	with	_
baskervilles10	18	20	a	a	DT	(NP*	_	a	_
baskervilles10	18	21	mere	mere	JJ	*	_	mere	_
baskervilles10	18	22	fiend	fiend	JJ	*	_	fiend	_
baskervilles10	18	23	dog	dog	NN	*))))	_	dog	_
baskervilles10	18	24	but	but	CC	*	_	_	_
baskervilles10	18	25	must	must	MD	(VP*	_	_	_
baskervilles10	18	26	needs	need	NNS	(S(NP*)	_	_	_
baskervilles10	18	27	describe	describe	VB	(VP*	_	_	_
baskervilles10	18	28	him	him	PRP	(NP*)	_	_	_
baskervilles10	18	29	with	with	IN	(PP*	_	_	_
baskervilles10	18	30	hell-fire	hell-fire	JJ	(NP(NP*	_	_	_
baskervilles10	18	31	shooting	shoot	NN	*)	_	_	_
baskervilles10	18	32	from	from	IN	(PP*	_	_	_
baskervilles10	18	33	his	his	PRP$	(NP*	_	_	_
baskervilles10	18	34	mouth	mouth	NN	*	_	_	_
baskervilles10	18	35	and	and	CC	*	_	_	_
baskervilles10	18	36	eyes	eye	NNS	*)))))))))))))))))))	_	_	_
baskervilles10	18	37	.	.	.	*)	_	_	_

baskervilles10	19	0	Holmes	Holmes	NNP	(S(S(NP*)	_	Holmes	_
baskervilles10	19	1	would	would	MD	(VP*	_	would	_
baskervilles10	19	2	not	not	RB	*	not	_	_
baskervilles10	19	3	listen	listen	VB	(VP*	_	listen	listen
baskervilles10	19	4	to	to	TO	(PP*	_	to	_
baskervilles10	19	5	such	such	JJ	(NP*	_	such	_
baskervilles10	19	6	fancies	fancy	VBZ	*)))))	_	fancies	_
baskervilles10	19	7	,	,	,	*	_	_	_
baskervilles10	19	8	and	and	CC	*	_	_	_
baskervilles10	19	9	I	I	PRP	(S(NP*)	_	_	_
baskervilles10	19	10	am	be	VBP	(VP*	_	_	_
baskervilles10	19	11	his	his	PRP$	(NP*	_	_	_
baskervilles10	19	12	agent	agent	NN	*)))	_	_	_
baskervilles10	19	13	.	.	.	*)	_	_	_

baskervilles10	20	0	But	But	CC	(S*	***
baskervilles10	20	1	facts	fact	NNS	(S(NP*)	***
baskervilles10	20	2	are	be	VBP	(VP*	***
baskervilles10	20	3	facts	fact	NNS	(NP*)))	***
baskervilles10	20	4	,	,	,	*	***
baskervilles10	20	5	and	and	CC	*	***
baskervilles10	20	6	I	I	PRP	(S(NP*)	***
baskervilles10	20	7	have	have	VBP	(VP*	***
baskervilles10	20	8	twice	twice	RB	(ADVP*)	***
baskervilles10	20	9	heard	hear	VBN	(VP*	***
baskervilles10	20	10	this	this	DT	(NP*	***
baskervilles10	20	11	crying	crying	NN	*)	***
baskervilles10	20	12	upon	upon	IN	(PP*	***
baskervilles10	20	13	the	the	DT	(NP*	***
baskervilles10	20	14	moor	moor	NN	*)))))	***
baskervilles10	20	15	.	.	.	*)	***

baskervilles10	21	0	Suppose	Suppose	VB	(S(S(VP*	***
baskervilles10	21	1	that	that	IN	(SBAR*	***
baskervilles10	21	2	there	there	EX	(S(NP*)	***
baskervilles10	21	3	were	be	VBD	(VP*	***
baskervilles10	21	4	really	really	RB	(ADVP*)	***
baskervilles10	21	5	some	some	DT	(NP*	***
baskervilles10	21	6	huge	huge	JJ	*	***
baskervilles10	21	7	hound	hound	NN	*)	***
baskervilles10	21	8	loose	loose	RB	(PP(ADVP*)	***
baskervilles10	21	9	upon	upon	IN	*	***
baskervilles10	21	10	it	it	PRP	(NP*)))))))	***
baskervilles10	21	11	;	;	:	*	***
baskervilles10	21	12	that	that	DT	(S(NP*)	***
baskervilles10	21	13	would	would	MD	(VP*	***
