wisteria02	0	0	2.	2.	NNP	(NP*	***
wisteria02	9	4	matter	matter	NN	*)	***
wisteria02	9	5	,	,	,	*	***
wisteria02	9	6	Walters	Walter	NNP	(NP*)))))	***
wisteria02	9	7	?	?	.	*	***
wisteria02	9	8	''	''	''	*	***
wisteria02	9	9	asked	ask	VBD	(VP*)	***
wisteria02	9	10	Baynes	Baynes	NNP	(NP(NP*)	***
wisteria02	9	11	sharply	sharply	RB	(ADVP*))	***
wisteria02	9	12	.	.	.	*)	***

wisteria02	10	0	The	The	DT	(S(NP*	***
wisteria02	10	1	man	man	NN	*)	***
wisteria02	10	2	mopped	mop	VBD	(VP(VP*	***
wisteria02	10	3	his	his	PRP$	(NP*	***
wisteria02	10	4	forehead	forehead	NN	*)	***
wisteria02	10	5	with	with	IN	(PP*	***
wisteria02	10	6	his	his	PRP$	(NP*	***
wisteria02	10	7	handkerchief	handkerchief	NN	*)))	***
wisteria02	10	8	and	and	CC	*	***
wisteria02	10	9	gave	give	VBD	(VP*	***
wisteria02	10	10	a	a	DT	(NP(NP*	***
wisteria02	10	11	long	long	JJ	*	***
wisteria02	10	12	sigh	sigh	NN	*)	***
wisteria02	10	13	of	of	IN	(PP*	***
wisteria02	10	14	relief	relief	NN	(NP*)))))	***
wisteria02	10	15	.	.	.	*)	***

wisteria02	11	0	``	``	``	(S*	***
wisteria02	11	1	I	I	PRP	(NP*)	***
wisteria02	11	2	am	be	VBP	(VP*	***
wisteria02	11	3	glad	glad	JJ	(ADJP*	***
wisteria02	11	4	you	you	PRP	(SBAR(S(NP*)	***
wisteria02	11	5	have	have	VBP	(VP*	***
wisteria02	11	6	come	come	VBN	(VP*	***
wisteria02	11	7	,	,	,	*	***
wisteria02	11	8	sir	sir	NNP	(S(NP*))))))))	***
wisteria02	11	9	.	.	.	*)	***

wisteria02	12	0	It	It	PRP	(S(S(NP*)	***
wisteria02	12	1	has	have	VBZ	(VP*	***
wisteria02	12	2	been	be	VBN	(VP*	***
wisteria02	12	3	a	a	DT	(NP*	***
wisteria02	12	4	long	long	JJ	*	***
wisteria02	12	5	evening	evening	NN	*))))	***
wisteria02	12	6	,	,	,	*	***
wisteria02	12	7	and	and	CC	*	***
wisteria02	12	8	I	I	PRP	(S(NP*)	***
wisteria02	12	9	do	do	VBP	(VP*	***
wisteria02	12	10	n't	n't	RB	*	***
wisteria02	12	11	think	think	VB	(VP*	***
wisteria02	12	12	my	my	PRP$	(SBAR(S(NP*	***
wisteria02	12	13	nerve	nerve	NN	*)	***
wisteria02	12	14	is	be	VBZ	(VP*	***
wisteria02	12	15	as	as	RB	(ADJP(ADJP*	***
wisteria02	12	16	good	good	JJ	*)	***
wisteria02	12	17	as	as	IN	(SBAR*	***
wisteria02	12	18	it	it	PRP	(S(NP*)	***
wisteria02	12	19	was	be	VBD	(VP*))))))))))	***
wisteria02	12	20	.	.	.	*	***
wisteria02	12	21	''	''	''	*)	***

wisteria02	13	0	``	``	``	(FRAG*	***
wisteria02	13	1	Your	Your	PRP$	(NP(NP*	***
wisteria02	13	2	nerve	nerve	NN	*)	***
wisteria02	13	3	,	,	,	*	***
wisteria02	13	4	Walters	Walter	NNP	(NP*))	***
wisteria02	13	5	?	?	.	*)	***

wisteria02	14	0	I	I	PRP	(S(NP*)	***
wisteria02	14	1	should	should	MD	(VP*	***
wisteria02	14	2	not	not	RB	*	***
wisteria02	14	3	have	have	VB	(VP*	***
wisteria02	14	4	thought	think	VBD	(VP*	***
wisteria02	14	5	you	you	PRP	(SBAR(S(NP*)	***
wisteria02	14	6	had	have	VBD	(VP*	***
wisteria02	14	7	a	a	DT	(NP*	***
wisteria02	14	8	nerve	nerve	NN	*)	***
wisteria02	14	9	in	in	IN	(PP*	***
wisteria02	14	10	your	your	PRP$	(NP*	***
wisteria02	14	11	body	body	NN	*))))))))	***
wisteria02	14	12	.	.	.	*	***
wisteria02	14	13	''	''	''	*)	***

wisteria02	15	0	``	``	``	(S*	***
wisteria02	15	1	Well	Well	UH	(INTJ*)	***
wisteria02	15	2	,	,	,	*	***
wisteria02	15	3	sir	sir	NNP	(ADVP*)	***
wisteria02	15	4	,	,	,	*	***
wisteria02	15	5	it	it	PRP	(NP*)	***
wisteria02	15	6	's	'	VBZ	(VP*	***
wisteria02	15	7	this	this	DT	(NP*	***
wisteria02	15	8	lonely	lonely	JJ	*	***
wisteria02	15	9	,	,	,	*	***
wisteria02	15	10	silent	silent	JJ	*	***
wisteria02	15	11	house	house	NN	*	***
wisteria02	15	12	and	and	CC	*	***
wisteria02	15	13	the	the	DT	*	***
wisteria02	15	14	queer	queer	JJ	*	***
wisteria02	15	15	thing	thing	NN	*)	***
wisteria02	15	16	in	in	IN	(PP*	***
wisteria02	15	17	the	the	DT	(NP*	***
wisteria02	15	18	kitchen	kitchen	NN	*)))	***
wisteria02	15	19	.	.	.	*)	***

wisteria02	16	0	Then	Then	RB	(S*	***
wisteria02	16	1	when	when	WRB	(SBAR(WHADVP*)	***
wisteria02	16	2	you	you	PRP	(S(NP*)	***
wisteria02	16	3	tapped	tap	VBD	(VP*	***
wisteria02	16	4	at	at	IN	(PP*	***
wisteria02	16	5	the	the	DT	(NP*	***
wisteria02	16	6	window	window	NN	*)))))	***
wisteria02	16	7	I	I	PRP	(NP*)	***
wisteria02	16	8	thought	think	VBD	(VP*	***
wisteria02	16	9	it	it	PRP	(SBAR(S(NP*)	***
wisteria02	16	10	had	have	VBD	(VP*	***
wisteria02	16	11	come	come	VBN	(VP*	***
wisteria02	16	12	again	again	RB	(ADVP*))))))	***
wisteria02	16	13	.	.	.	*	***
wisteria02	16	14	''	''	''	*)	***

wisteria02	17	0	``	``	``	(SBARQ*	***
wisteria02	17	1	That	That	RB	*	***
wisteria02	17	2	what	what	WP	(WHNP*)	***
wisteria02	17	3	had	have	VBD	(SQ*	***
wisteria02	17	4	come	come	VBN	(VP*	***
wisteria02	17	5	again	again	RB	(ADVP*)))	***
wisteria02	17	6	?	?	.	*	***
wisteria02	17	7	''	''	''	*)	***

wisteria02	18	0	``	``	``	(S*	***
wisteria02	18	1	The	The	DT	(NP(NP*	***
wisteria02	18	2	devil	devil	NN	*)	***
wisteria02	18	3	,	,	,	*	***
wisteria02	18	4	sir	sir	NNP	(NP*)	***
wisteria02	18	5	,	,	,	*)	***
wisteria02	18	6	for	for	IN	(PP*	***
wisteria02	18	7	all	all	DT	(NP*))	***
wisteria02	18	8	I	I	PRP	(NP*)	***
wisteria02	18	9	know	know	VBP	(VP*)	***
wisteria02	18	10	.	.	.	*)	***

wisteria02	19	0	It	It	PRP	(S(NP*)	***
wisteria02	19	1	was	be	VBD	(VP*	***
wisteria02	19	2	at	at	IN	(PP*	***
wisteria02	19	3	the	the	DT	(NP*	***
wisteria02	19	4	window	window	NN	*)))	***
wisteria02	19	5	.	.	.	*	***
wisteria02	19	6	''	''	''	*)	***

wisteria02	20	0	``	``	``	(SBARQ*	***
wisteria02	20	1	What	What	WP	(WHNP*)	***
wisteria02	20	2	was	be	VBD	(SQ(VP*	***
wisteria02	20	3	at	at	IN	(UCP(PP*	***
wisteria02	20	4	the	the	DT	(NP*	***
wisteria02	20	5	window	window	NN	*))	***
wisteria02	20	6	,	,	,	*	***
wisteria02	20	7	and	and	CC	*	***
wisteria02	20	8	when	when	WRB	(WHADVP*))))	***
wisteria02	20	9	?	?	.	*	***
wisteria02	20	10	''	''	''	*)	***

wisteria02	21	0	``	``	``	(S*	***
wisteria02	21	1	It	It	PRP	(NP*)	***
wisteria02	21	2	was	be	VBD	(VP*	***
wisteria02	21	3	just	just	RB	(ADVP*)	***
wisteria02	21	4	about	about	IN	(ADVP(NP*	***
wisteria02	21	5	two	two	CD	*	***
wisteria02	21	6	hours	hour	NNS	*)	***
wisteria02	21	7	ago	ago	IN	*))	***
wisteria02	21	8	.	.	.	*)	***

wisteria02	22	0	The	The	DT	(S(NP*	***
wisteria02	22	1	light	light	NN	*)	***
wisteria02	22	2	was	be	VBD	(VP*	***
wisteria02	22	3	just	just	RB	(ADJP*	***
wisteria02	22	4	fading	fade	JJ	*))	***
wisteria02	22	5	.	.	.	*)	***

wisteria02	23	0	I	I	PRP	(S(NP*)	***
wisteria02	23	1	was	be	VBD	(VP*	***
wisteria02	23	2	sitting	sit	VBG	(VP*	***
wisteria02	23	3	reading	reading	NN	(NP*)	***
wisteria02	23	4	in	in	IN	(PP*	***
wisteria02	23	5	the	the	DT	(NP*	***
wisteria02	23	6	chair	chair	NN	*))))	***
wisteria02	23	7	.	.	.	*)	***

wisteria02	24	0	I	I	PRP	(S(S(NP*)	***
wisteria02	24	1	do	do	VBP	(VP*	***
wisteria02	24	2	n't	n't	RB	*	***
wisteria02	24	3	know	know	VB	(VP*	***
wisteria02	24	4	what	what	WP	(SBAR(WHNP*)	***
wisteria02	24	5	made	make	VBD	(S(VP*	***
wisteria02	24	6	me	me	PRP	(S(NP*)	***
wisteria02	24	7	look	look	VB	(VP*	***
wisteria02	24	8	up	up	RP	(PRT*)))))))))	***
wisteria02	24	9	,	,	,	*	***
wisteria02	24	10	but	but	CC	*	***
wisteria02	24	11	there	there	EX	(S(NP*)	***
wisteria02	24	12	was	be	VBD	(VP*	***
wisteria02	24	13	a	a	DT	(NP(NP*	***
wisteria02	24	14	face	face	NN	*)	***
wisteria02	24	15	looking	look	VBG	(VP*	***
wisteria02	24	16	in	in	RP	(PRT*)	***
wisteria02	24	17	at	at	IN	(PP*	***
wisteria02	24	18	me	me	PRP	(NP*))	***
wisteria02	24	19	through	through	IN	(PP*	***
wisteria02	24	20	the	the	DT	(NP*	***
wisteria02	24	21	lower	low	JJR	*	***
wisteria02	24	22	pane	pane	NN	*))))))	***
wisteria02	24	23	.	.	.	*)	***

wisteria02	25	0	Lord	Lord	NNP	(FRAG(NP*	***
wisteria02	25	1	,	,	,	*	***
wisteria02	25	2	sir	sir	NNP	*	***
wisteria02	25	3	,	,	,	*	***
wisteria02	25	4	what	what	WP	(SBAR(WHNP*	***
wisteria02	25	5	a	a	DT	*	***
wisteria02	25	6	face	face	NN	*)	***
wisteria02	25	7	it	it	PRP	(S(NP*)	***
wisteria02	25	8	was	be	VBD	(VP*))))	***
wisteria02	25	9	!	!	.	*)	***

wisteria02	26	0	I	I	PRP	(S(NP*)	***
wisteria02	26	1	'll	'll	MD	(VP*	***
wisteria02	26	2	see	see	VB	(VP*	***
wisteria02	26	3	it	it	PRP	(NP*)	***
wisteria02	26	4	in	in	IN	(PP*	***
wisteria02	26	5	my	my	PRP$	(NP*	***
wisteria02	26	6	dreams	dream	NNS	*))))	***
wisteria02	26	7	.	.	.	*	***
wisteria02	26	8	''	''	''	*)	***

wisteria02	27	0	``	``	``	(FRAG*	***
wisteria02	27	1	Tut	Tut	JJ	(ADJP*	***
wisteria02	27	2	,	,	,	*	***
wisteria02	27	3	tut	tut	JJ	*	***
wisteria02	27	4	,	,	,	*	***
wisteria02	27	5	Walters	Walters	NNP	*)	***
wisteria02	27	6	.	.	.	*)	***

wisteria02	28	0	This	This	DT	(S(NP*)	***
wisteria02	28	1	is	be	VBZ	(VP*	***
wisteria02	28	2	not	not	RB	*	***
wisteria02	28	3	talk	talk	NN	(NP(NP*)	***
wisteria02	28	4	for	for	IN	(PP*	***
wisteria02	28	5	a	a	DT	(NP*	***
wisteria02	28	6	police-constable	police-constable	NN	*))))	***
wisteria02	28	7	.	.	.	*	***
wisteria02	28	8	''	''	''	*)	***

wisteria02	29	0	``	``	``	(S*	***
wisteria02	29	1	I	I	PRP	(S(NP*)	***
wisteria02	29	2	know	know	VBP	(VP*	***
wisteria02	29	3	,	,	,	*	***
wisteria02	29	4	sir	sir	NNP	(NP*)))	***
wisteria02	29	5	,	,	,	*	***
wisteria02	29	6	I	I	PRP	(S(NP*)	***
wisteria02	29	7	know	know	VBP	(VP*))	***
wisteria02	29	8	;	;	:	*	***
wisteria02	29	9	but	but	CC	*	***
wisteria02	29	10	it	it	PRP	(S(NP*)	***
wisteria02	29	11	shook	shake	VBD	(VP*	***
wisteria02	29	12	me	me	PRP	(NP*)	***
wisteria02	29	13	,	,	,	*	***
wisteria02	29	14	sir	sir	NNP	(S(NP*))))	***
wisteria02	29	15	,	,	,	*	***
wisteria02	29	16	and	and	CC	*	***
wisteria02	29	17	there	there	EX	(S(NP*)	***
wisteria02	29	18	's	'	VBZ	(VP*	***
wisteria02	29	19	no	no	DT	(NP*	***
wisteria02	29	20	use	use	NN	*	***
wisteria02	29	21	to	to	TO	(S(VP*	***
wisteria02	29	22	deny	deny	VB	(VP*	***
wisteria02	29	23	it	it	PRP	(NP*)))))))	***
wisteria02	29	24	.	.	.	*)	***

wisteria02	30	0	It	It	PRP	(S(NP*)	***
wisteria02	30	1	was	be	VBD	(VP(VP*	***
wisteria02	30	2	n't	n't	RB	*	***
wisteria02	30	3	black	black	JJ	(NP(NP*)	***
wisteria02	30	4	,	,	,	*	***
wisteria02	30	5	sir	sir	NNP	(NP*)	***
wisteria02	30	6	,	,	,	*))	***
wisteria02	30	7	nor	nor	CC	*	***
wisteria02	30	8	was	be	VBD	(VP*	***
wisteria02	30	9	it	it	PRP	(S(NP*)	***
wisteria02	30	10	white	white	JJ	(ADJP(ADJP*)	***
wisteria02	30	11	,	,	,	*	***
wisteria02	30	12	nor	nor	CC	*	***
wisteria02	30	13	any	any	RB	(ADJP*	***
wisteria02	30	14	colour	colour	JJ	*))	***
wisteria02	30	15	that	that	IN	(SBAR*	***
wisteria02	30	16	I	I	PRP	(S(S(NP*)	***
wisteria02	30	17	know	know	VBP	(VP*))	***
wisteria02	30	18	but	but	CC	*	***
wisteria02	30	19	a	a	DT	(S(NP(NP*	***
wisteria02	30	20	kind	kind	NN	*)	***
wisteria02	30	21	of	of	IN	(PP*	***
wisteria02	30	22	queer	queer	NN	(NP*	***
wisteria02	30	23	shade	shade	NN	*)))	***
wisteria02	30	24	like	like	VBP	(VP*	***
wisteria02	30	25	clay	clay	NNP	(NP*)	***
wisteria02	30	26	with	with	IN	(PP*	***
wisteria02	30	27	a	a	DT	(NP(NP*	***
wisteria02	30	28	splash	splash	NN	*)	***
wisteria02	30	29	of	of	IN	(PP*	***
wisteria02	30	30	milk	milk	NN	(NP(NP*)	***
wisteria02	30	31	in	in	IN	(PP*	***
wisteria02	30	32	it	it	PRP	(NP*)))))))))))))	***
wisteria02	30	33	.	.	.	*)	***

wisteria02	31	0	Then	Then	RB	(S(S(ADVP*)	***
wisteria02	31	1	there	there	EX	(NP*)	***
wisteria02	31	2	was	be	VBD	(VP*	***
wisteria02	31	3	the	the	DT	(NP(NP*	***
wisteria02	31	4	size	size	NN	*)	***
wisteria02	31	5	of	of	IN	(PP*	***
wisteria02	31	6	it	it	PRP	(NP*)))))	***
wisteria02	31	7	--	--	:	*	***
wisteria02	31	8	it	it	PRP	(S(NP*)	***
wisteria02	31	9	was	be	VBD	(VP*	***
wisteria02	31	10	twice	twice	RB	(ADJP*	***
wisteria02	31	11	yours	your	JJ	*)	***
wisteria02	31	12	,	,	,	*	***
wisteria02	31	13	sir	sir	NNP	(S(NP*))))	***
wisteria02	31	14	.	.	.	*)	***

wisteria02	32	0	And	And	CC	(FRAG*	***
wisteria02	32	1	the	the	DT	(NP(NP(NP*	***
wisteria02	32	2	look	look	NN	*)	***
wisteria02	32	3	of	of	IN	(PP*	***
wisteria02	32	4	it	it	PRP	(NP*)))	***
wisteria02	32	5	--	--	:	*	***
wisteria02	32	6	the	the	DT	(NP*	***
wisteria02	32	7	great	great	JJ	*	***
wisteria02	32	8	staring	star	VBG	*	***
wisteria02	32	9	goggle	goggle	NN	*	***
wisteria02	32	10	eyes	eye	NNS	*)	***
wisteria02	32	11	,	,	,	*	***
wisteria02	32	12	and	and	CC	*	***
wisteria02	32	13	the	the	DT	(NP(NP*	***
wisteria02	32	14	line	line	NN	*)	***
wisteria02	32	15	of	of	IN	(PP*	***
wisteria02	32	16	white	white	JJ	(NP(NP*	***
wisteria02	32	17	teeth	tooth	NNS	*)	***
wisteria02	32	18	like	like	IN	(PP*	***
wisteria02	32	19	a	a	DT	(NP*	***
wisteria02	32	20	hungry	hungry	JJ	*	***
wisteria02	32	21	beast	beast	NN	*))))))	***
wisteria02	32	22	.	.	.	*)	***

wisteria02	33	0	I	I	PRP	(S(S(NP*)	***
wisteria02	33	1	tell	tell	VBP	(VP*	***
wisteria02	33	2	you	you	PRP	(NP*)))	***
wisteria02	33	3	,	,	,	*	***
wisteria02	33	4	sir	sir	NNP	(ADVP*)	***
wisteria02	33	5	,	,	,	*	***
wisteria02	33	6	I	I	PRP	(NP*)	***
wisteria02	33	7	could	could	MD	(VP*	***
wisteria02	33	8	n't	n't	RB	*	***
wisteria02	33	9	move	move	VB	(VP(VP*	***
wisteria02	33	10	a	a	DT	(NP*	***
wisteria02	33	11	finger	finger	NN	*))	***
wisteria02	33	12	,	,	,	*	***
wisteria02	33	13	nor	nor	CC	*	***
wisteria02	33	14	get	get	VB	(VP*	***
wisteria02	33	15	my	my	PRP$	(NP*	***
wisteria02	33	16	breath	breath	NN	*))	***
wisteria02	33	17	,	,	,	*	***
wisteria02	33	18	till	till	IN	(SBAR*	***
wisteria02	33	19	it	it	PRP	(S(NP*)	***
wisteria02	33	20	whisked	whisk	VBN	(VP(VP*	***
wisteria02	33	21	away	away	RP	(PRT*))	***
wisteria02	33	22	and	and	CC	*	***
wisteria02	33	23	was	be	VBD	(VP*	***
wisteria02	33	24	gone	go	VBN	(ADJP*)))))))	***
wisteria02	33	25	.	.	.	*)	***

wisteria02	34	0	Out	Out	IN	(S(SBAR*	***
wisteria02	34	1	I	I	PRP	(S(NP*)	***
wisteria02	34	2	ran	run	VBD	(VP*	***
wisteria02	34	3	and	and	CC	(PP*	***
wisteria02	34	4	through	through	IN	*	***
wisteria02	34	5	the	the	DT	(NP*	***
wisteria02	34	6	shrubbery	shrubbery	NN	*)))))	***
wisteria02	34	7	,	,	,	*	***
wisteria02	34	8	but	but	CC	*	***
wisteria02	34	9	thank	thank	VB	(VP*	***
wisteria02	34	10	God	God	NNP	(NP*)	***
wisteria02	34	11	there	there	EX	(SBAR(S(NP*)	***
wisteria02	34	12	was	be	VBD	(VP*	***
wisteria02	34	13	no	no	DT	(NP*	***
wisteria02	34	14	one	one	NN	*)	***
wisteria02	34	15	there	there	RB	(ADVP*)))))	***
wisteria02	34	16	.	.	.	*	***
wisteria02	34	17	''	''	''	*)	***

wisteria02	35	0	``	``	``	(S*	***
wisteria02	35	1	If	If	IN	(SBAR*	***
wisteria02	35	2	I	I	PRP	(S(NP*)	***
wisteria02	35	3	did	do	VBD	(VP*	***
wisteria02	35	4	n't	n't	RB	*	***
wisteria02	35	5	know	know	VB	(VP*	***
wisteria02	35	6	you	you	PRP	(SBAR(S(NP*)	***
wisteria02	35	7	were	be	VBD	(VP*	***
wisteria02	35	8	a	a	DT	(NP(NP*	***
wisteria02	35	9	good	good	JJ	*	***
wisteria02	35	10	man	man	NN	*)	***
wisteria02	35	11	,	,	,	*	***
wisteria02	35	12	Walters	Walters	NNP	(NP*)))))))))	***
wisteria02	35	13	,	,	,	*	***
wisteria02	35	14	I	I	PRP	(NP*)	***
wisteria02	35	15	should	should	MD	(VP*	***
wisteria02	35	16	put	put	VB	(VP*	***
wisteria02	35	17	a	a	DT	(NP*	***
wisteria02	35	18	black	black	JJ	*	***
wisteria02	35	19	mark	mark	NN	*)	***
wisteria02	35	20	against	against	IN	(PP*	***
wisteria02	35	21	you	you	PRP	(NP*))	***
wisteria02	35	22	for	for	IN	(PP*	***
wisteria02	35	23	this	this	DT	(NP*))))	***
wisteria02	35	24	.	.	.	*)	***

