
baskervilles05	0	0	Chapter	Chapter	NNP	(NP*	***
baskervilles05	5	8	at	at	IN	(ADVP*	***
baskervilles05	5	9	once	once	RB	*))))	***
baskervilles05	5	10	when	when	WRB	(SBAR(WHADVP*)	***
baskervilles05	5	11	you	you	PRP	(S(NP*)	***
baskervilles05	5	12	came	come	VBD	(VP*))))	***
baskervilles05	5	13	.	.	.	*	***
baskervilles05	5	14	''	''	''	*)	***

baskervilles05	6	0	``	``	``	(SINV*	***
baskervilles05	6	1	Have	Have	VB	(SQ*	***
baskervilles05	6	2	you	you	PRP	(NP*)	***
baskervilles05	6	3	any	any	DT	(VP(NP(NP*	***
baskervilles05	6	4	objection	objection	NN	*)	***
baskervilles05	6	5	to	to	TO	(PP*	***
baskervilles05	6	6	my	my	PRP$	(NP*	***
baskervilles05	6	7	looking	look	VBG	*)))	***
baskervilles05	6	8	at	at	IN	(PP*	***
baskervilles05	6	9	your	your	PRP$	(NP*	***
baskervilles05	6	10	register	register	NN	*))))	***
baskervilles05	6	11	?	?	.	*	***
baskervilles05	6	12	''	''	''	*	***
baskervilles05	6	13	said	say	VBD	(VP*)	***
baskervilles05	6	14	Holmes	Holmes	NNP	(NP*)	***
baskervilles05	6	15	.	.	.	*)	***

baskervilles05	7	0	``	``	``	(FRAG*	***
baskervilles05	7	1	Not	Not	RB	(ADJP*	***
baskervilles05	7	2	in	in	IN	(PP*	***
baskervilles05	7	3	the	the	DT	(NP*	***
baskervilles05	7	4	least	least	JJS	*)))	***
baskervilles05	7	5	.	.	.	*	***
baskervilles05	7	6	''	''	''	*)	***

baskervilles05	8	0	The	The	DT	(S(NP*	***
baskervilles05	8	1	book	book	NN	*)	***
baskervilles05	8	2	showed	show	VBD	(VP*	***
baskervilles05	8	3	that	that	IN	(SBAR*	***
baskervilles05	8	4	two	two	CD	(S(NP*	***
baskervilles05	8	5	names	name	NNS	*)	***
baskervilles05	8	6	had	have	VBD	(VP*	***
baskervilles05	8	7	been	be	VBN	(VP*	***
baskervilles05	8	8	added	add	VBN	(VP*	***
baskervilles05	8	9	after	after	IN	(PP*	***
baskervilles05	8	10	that	that	DT	(NP(NP*)	***
baskervilles05	8	11	of	of	IN	(PP*	***
baskervilles05	8	12	Baskerville	Baskerville	NNP	(NP*))))))))))	***
baskervilles05	8	13	.	.	.	*)	***

baskervilles05	9	0	One	One	PRP	(S(NP*)	***
baskervilles05	9	1	was	be	VBD	(VP*	***
baskervilles05	9	2	Theophilus	Theophilus	NNP	(NP(NP*	***
baskervilles05	9	3	Johnson	Johnson	NNP	*)	***
baskervilles05	9	4	and	and	CC	*	***
baskervilles05	9	5	family	family	NN	(NP(NP*)	***
baskervilles05	9	6	,	,	,	*	***
baskervilles05	9	7	of	of	IN	(PP*	***
baskervilles05	9	8	Newcastle	Newcastle	NNP	(NP*)))	***
baskervilles05	9	9	;	;	:	*	***
baskervilles05	9	10	the	the	DT	(NP*	***
baskervilles05	9	11	other	other	JJ	*	***
baskervilles05	9	12	Mrs.	Mrs.	NNP	(NX(NX*	***
baskervilles05	9	13	Oldmore	Oldmore	NNP	*)	***
baskervilles05	9	14	and	and	CC	*	***
baskervilles05	9	15	maid	maid	NN	(NX*)))	***
baskervilles05	9	16	,	,	,	*	***
baskervilles05	9	17	of	of	IN	(PP*	***
baskervilles05	9	18	High	High	NNP	(NP(NP*	***
baskervilles05	9	19	Lodge	Lodge	NNP	*)	***
baskervilles05	9	20	,	,	,	*	***
baskervilles05	9	21	Alton	Alton	NNP	(NP*)))))	***
baskervilles05	9	22	.	.	.	*)	***

baskervilles05	10	0	``	``	``	(SINV*	***
baskervilles05	10	1	Surely	Surely	RB	(S(ADVP*)	***
baskervilles05	10	2	that	that	DT	(NP*)	***
baskervilles05	10	3	must	must	MD	(VP*	***
baskervilles05	10	4	be	be	VB	(VP*	***
baskervilles05	10	5	the	the	DT	(NP(NP*	***
baskervilles05	10	6	same	same	JJ	*	***
baskervilles05	10	7	Johnson	Johnson	NNP	*)	***
baskervilles05	10	8	whom	whom	WP	(SBAR(WHNP*)	***
baskervilles05	10	9	I	I	PRP	(S(NP*)	***
baskervilles05	10	10	used	use	VBD	(VP*	***
baskervilles05	10	11	to	to	TO	(S(VP*	***
baskervilles05	10	12	know	know	VB	(VP*))))))))))	***
baskervilles05	10	13	,	,	,	*	***
baskervilles05	10	14	''	''	''	*	***
baskervilles05	10	15	said	say	VBD	(VP*)	***
baskervilles05	10	16	Holmes	Holmes	NNP	(NP(NP*)	***
baskervilles05	10	17	to	to	TO	(PP*	***
baskervilles05	10	18	the	the	DT	(NP*	***
baskervilles05	10	19	porter	porter	NNP	*)))	***
baskervilles05	10	20	.	.	.	*)	***

baskervilles05	11	0	``	``	``	(S*	***
baskervilles05	11	1	A	A	DT	(NP*	***
baskervilles05	11	2	lawyer	lawyer	NN	*)	***
baskervilles05	11	3	,	,	,	*	***
baskervilles05	11	4	is	be	VBZ	(VP(VP*	***
baskervilles05	11	5	he	he	PRP	(ADJP(NP*)	***
baskervilles05	11	6	not	not	RB	*	***
baskervilles05	11	7	,	,	,	*	***
baskervilles05	11	8	gray-headed	gray-headed	JJ	*))	***
baskervilles05	11	9	,	,	,	*	***
baskervilles05	11	10	and	and	CC	*	***
baskervilles05	11	11	walks	walk	VBZ	(VP*	***
baskervilles05	11	12	with	with	IN	(PP*	***
baskervilles05	11	13	a	a	DT	(NP*	***
baskervilles05	11	14	limp	limp	JJ	*))))	***
baskervilles05	11	15	?	?	.	*	***
baskervilles05	11	16	''	''	''	*)	***

baskervilles05	12	0	``	``	``	(S*	***
baskervilles05	12	1	No	No	UH	(INTJ*)	***
baskervilles05	12	2	,	,	,	*	***
baskervilles05	12	3	sir	sir	NNP	(NP*)	***
baskervilles05	12	4	,	,	,	*	***
baskervilles05	12	5	this	this	DT	(NP*)	***
baskervilles05	12	6	is	be	VBZ	(VP*	***
baskervilles05	12	7	Mr.	Mr.	NNP	(NP(NP*	***
baskervilles05	12	8	Johnson	Johnson	NNP	*)	***
baskervilles05	12	9	,	,	,	*	***
baskervilles05	12	10	the	the	DT	(NP(NP*	***
baskervilles05	12	11	coal-owner	coal-owner	NN	*)	***
baskervilles05	12	12	,	,	,	*	***
baskervilles05	12	13	a	a	DT	(NP*	***
baskervilles05	12	14	very	very	RB	(ADJP*	***
baskervilles05	12	15	active	active	JJ	*)	***
baskervilles05	12	16	gentleman	gentleman	NN	*)	***
baskervilles05	12	17	,	,	,	*	***
baskervilles05	12	18	not	not	RB	(NP(NP*	***
baskervilles05	12	19	older	old	JJR	*)	***
baskervilles05	12	20	than	than	IN	(PP*	***
baskervilles05	12	21	yourself	yourself	PRP	(NP*))))))	***
baskervilles05	12	22	.	.	.	*	***
baskervilles05	12	23	''	''	''	*)	***

baskervilles05	13	0	``	``	``	(S*	***
baskervilles05	13	1	Surely	Surely	RB	(ADVP*)	***
baskervilles05	13	2	you	you	PRP	(NP*)	***
baskervilles05	13	3	are	be	VBP	(VP*	***
baskervilles05	13	4	mistaken	mistake	VBN	(VP*	***
baskervilles05	13	5	about	about	IN	(PP*	***
baskervilles05	13	6	his	his	PRP$	(NP*	***
baskervilles05	13	7	trade	trade	NN	*))))	***
baskervilles05	13	8	?	?	.	*	***
baskervilles05	13	9	''	''	''	*)	***

baskervilles05	14	0	``	``	``	(FRAG*	***
baskervilles05	14	1	No	No	UH	(INTJ*)	***
baskervilles05	14	2	,	,	,	*	***
baskervilles05	14	3	sir	sir	NNP	(NP*)	***
baskervilles05	14	4	!	!	.	*	***
baskervilles05	14	5	he	he	PRP	(S(S(NP*)	***
baskervilles05	14	6	has	have	VBZ	(VP*	***
baskervilles05	14	7	used	use	VBN	(VP*	***
baskervilles05	14	8	this	this	DT	(NP*	***
baskervilles05	14	9	hotel	hotel	NN	*)	***
baskervilles05	14	10	for	for	IN	(PP*	***
baskervilles05	14	11	many	many	JJ	(NP*	***
baskervilles05	14	12	years	year	NNS	*)))))	***
baskervilles05	14	13	,	,	,	*	***
baskervilles05	14	14	and	and	CC	*	***
baskervilles05	14	15	he	he	PRP	(S(NP*)	***
baskervilles05	14	16	is	be	VBZ	(VP*	***
baskervilles05	14	17	very	very	RB	(VP(ADVP*	***
baskervilles05	14	18	well	well	RB	*)	***
baskervilles05	14	19	known	know	VBN	*	***
baskervilles05	14	20	to	to	TO	(PP*	***
baskervilles05	14	21	us	us	PRP	(NP*))))))	***
baskervilles05	14	22	.	.	.	*	***
baskervilles05	14	23	''	''	''	*)	***

baskervilles05	15	0	``	``	``	(S*	***
baskervilles05	15	1	Ah	Ah	UH	(INTJ*)	***
baskervilles05	15	2	,	,	,	*	***
baskervilles05	15	3	that	that	DT	(NP*)	***
baskervilles05	15	4	settles	settle	VBZ	(VP*	***
baskervilles05	15	5	it	it	PRP	(NP*))	***
baskervilles05	15	6	.	.	.	*)	***

baskervilles05	16	0	Mrs.	Mrs.	NNP	(S(NP*	***
baskervilles05	16	1	Oldmore	Oldmore	NNP	*)	***
baskervilles05	16	2	,	,	,	*	***
baskervilles05	16	3	too	too	RB	(ADVP*)	***
baskervilles05	16	4	;	;	:	*	***
baskervilles05	16	5	I	I	PRP	(NP*)	***
baskervilles05	16	6	seem	seem	VBP	(VP*	***
baskervilles05	16	7	to	to	TO	(S(VP*	***
baskervilles05	16	8	remember	remember	VB	(VP*	***
baskervilles05	16	9	the	the	DT	(NP*	***
baskervilles05	16	10	name	name	NN	*)))))	***
baskervilles05	16	11	.	.	.	*)	***

baskervilles05	17	0	Excuse	Excuse	VB	(S(S(VP*	***
baskervilles05	17	1	my	my	PRP$	(NP*	***
baskervilles05	17	2	curiosity	curiosity	NN	*)))	***
baskervilles05	17	3	,	,	,	*	***
baskervilles05	17	4	but	but	CC	*	***
baskervilles05	17	5	often	often	RB	(S(ADVP*)	***
baskervilles05	17	6	in	in	IN	(PP*	***
baskervilles05	17	7	calling	call	VBG	(S(VP*	***
baskervilles05	17	8	upon	upon	IN	(PP*	***
baskervilles05	17	9	one	one	CD	(NP*	***
baskervilles05	17	10	friend	friend	NN	*)))))	***
baskervilles05	17	11	one	one	PRP	(NP*)	***
baskervilles05	17	12	finds	find	VBZ	(VP*	***
baskervilles05	17	13	another	another	DT	(NP*)))	***
baskervilles05	17	14	.	.	.	*	***
baskervilles05	17	15	''	''	''	*)	***

baskervilles05	18	0	``	``	``	(S*	***
baskervilles05	18	1	She	She	PRP	(NP*)	***
baskervilles05	18	2	is	be	VBZ	(VP*	***
baskervilles05	18	3	an	an	DT	(NP(NP*	***
baskervilles05	18	4	invalid	invalid	JJ	*	***
baskervilles05	18	5	lady	lady	NN	*)	***
baskervilles05	18	6	,	,	,	*	***
baskervilles05	18	7	sir	sir	NNP	(NP*)))	***
baskervilles05	18	8	.	.	.	*)	***

baskervilles05	19	0	Her	Her	PRP$	(S(NP*	***
baskervilles05	19	1	husband	husband	NN	*)	***
baskervilles05	19	2	was	be	VBD	(VP*	***
baskervilles05	19	3	once	once	RB	(ADVP*)	***
baskervilles05	19	4	mayor	mayor	NN	(NP(NP*)	***
baskervilles05	19	5	of	of	IN	(PP*	***
baskervilles05	19	6	Gloucester	Gloucester	NNP	(NP*))))	***
baskervilles05	19	7	.	.	.	*)	***

baskervilles05	20	0	She	She	PRP	(S(NP*)	***
baskervilles05	20	1	always	always	RB	(ADVP*)	***
baskervilles05	20	2	comes	come	VBZ	(VP*	***
baskervilles05	20	3	to	to	TO	(PP*	***
baskervilles05	20	4	us	us	PRP	(NP*))	***
baskervilles05	20	5	when	when	WRB	(SBAR(WHADVP*)	***
baskervilles05	20	6	she	she	PRP	(S(NP*)	***
baskervilles05	20	7	is	be	VBZ	(VP*	***
baskervilles05	20	8	in	in	IN	(PP*	***
baskervilles05	20	9	town	town	NN	(NP*))))))	***
baskervilles05	20	10	.	.	.	*	***
baskervilles05	20	11	''	''	''	*)	***

baskervilles05	21	0	``	``	``	(S*	***
baskervilles05	21	1	Thank	Thank	VB	(S(VP*	***
baskervilles05	21	2	you	you	PRP	(NP*)))	***
baskervilles05	21	3	;	;	:	*	***
baskervilles05	21	4	I	I	PRP	(S(NP*)	***
baskervilles05	21	5	am	be	VBP	(VP*	***
baskervilles05	21	6	afraid	afraid	JJ	(ADJP*	***
baskervilles05	21	7	I	I	PRP	(SBAR(S(NP*)	***
baskervilles05	21	8	can	can	MD	(VP*	***
baskervilles05	21	9	not	not	RB	*	***
baskervilles05	21	10	claim	claim	VB	(VP*	***
baskervilles05	21	11	her	her	PRP$	(NP*	***
baskervilles05	21	12	acquaintance	acquaintance	NN	*))))))))	***
baskervilles05	21	13	.	.	.	*)	***

baskervilles05	22	0	We	We	PRP	(S(S(NP*)	***
baskervilles05	22	1	have	have	VBP	(VP*	***
baskervilles05	22	2	established	establish	VBN	(VP*	***
baskervilles05	22	3	a	a	DT	(NP*	***
baskervilles05	22	4	most	most	RBS	(ADJP*	***
baskervilles05	22	5	important	important	JJ	*)	***
baskervilles05	22	6	fact	fact	NN	*)	***
baskervilles05	22	7	by	by	IN	(PP*	***
baskervilles05	22	8	these	these	DT	(NP*	***
baskervilles05	22	9	questions	question	NNS	*))	***
baskervilles05	22	10	,	,	,	*	***
baskervilles05	22	11	Watson	Watson	NNP	(NP*))))	***
baskervilles05	22	12	,	,	,	*	***
baskervilles05	22	13	''	''	''	*	***
baskervilles05	22	14	he	he	PRP	(NP*)	***
baskervilles05	22	15	continued	continue	VBD	(VP*	***
baskervilles05	22	16	in	in	IN	(PP*	***
baskervilles05	22	17	a	a	DT	(NP*	***
baskervilles05	22	18	low	low	JJ	*	***
baskervilles05	22	19	voice	voice	NN	*))	***
baskervilles05	22	20	as	as	IN	(SBAR*	***
baskervilles05	22	21	we	we	PRP	(S(NP*)	***
baskervilles05	22	22	went	go	VBD	(VP*	***
baskervilles05	22	23	upstairs	upstairs	RB	(ADVP*	***
baskervilles05	22	24	together	together	RB	*)))))	***
baskervilles05	22	25	.	.	.	*)	***

baskervilles05	23	0	``	``	``	(S*	***
baskervilles05	23	1	We	We	PRP	(NP*)	***
baskervilles05	23	2	know	know	VBP	(VP*	***
baskervilles05	23	3	now	now	RB	(SBAR*	***
baskervilles05	23	4	that	that	IN	*	***
baskervilles05	23	5	the	the	DT	(S(NP(NP*	***
baskervilles05	23	6	people	people	NNS	*)	***
baskervilles05	23	7	who	who	WP	(SBAR(WHNP*)	***
baskervilles05	23	8	are	be	VBP	(S(VP*	***
baskervilles05	23	9	so	so	RB	(ADJP*	***
baskervilles05	23	10	interested	interested	JJ	*	***
baskervilles05	23	11	in	in	IN	(PP*	***
baskervilles05	23	12	our	our	PRP$	(NP*	***
baskervilles05	23	13	friend	friend	NN	*)))))))	***
baskervilles05	23	14	have	have	VBP	(VP*	***
baskervilles05	23	15	not	not	RB	*	***
baskervilles05	23	16	settled	settle	VBN	(VP*	***
baskervilles05	23	17	down	down	RP	(PRT*)	***
baskervilles05	23	18	in	in	IN	(PP*	***
baskervilles05	23	19	his	his	PRP$	(NP*	***
baskervilles05	23	20	own	own	JJ	*	***
baskervilles05	23	21	hotel	hotel	NN	*)))))))	***
baskervilles05	23	22	.	.	.	*)	***

baskervilles05	24	0	That	That	DT	(S(NP*)	***
baskervilles05	24	1	means	mean	VBZ	(VP*	***
baskervilles05	24	2	that	that	IN	(SBAR*	***
baskervilles05	24	3	while	while	IN	(S(SBAR*	***
baskervilles05	24	4	they	they	PRP	(S(NP*)	***
baskervilles05	24	5	are	be	VBP	(VP*	***
baskervilles05	24	6	,	,	,	*	***
baskervilles05	24	7	as	as	IN	(SBAR*	***
baskervilles05	24	8	we	we	PRP	(S(NP*)	***
baskervilles05	24	9	have	have	VBP	(VP*	***
baskervilles05	24	10	seen	see	VBN	(VP*	***
baskervilles05	24	11	,	,	,	*	***
baskervilles05	24	12	very	very	RB	(ADJP*	***
baskervilles05	24	13	anxious	anxious	JJ	*	***
baskervilles05	24	14	to	to	TO	(S(VP*	***
baskervilles05	24	15	watch	watch	VB	(VP*	***
baskervilles05	24	16	him	him	PRP	(NP*))))))))))))	***
baskervilles05	24	17	,	,	,	*	***
baskervilles05	24	18	they	they	PRP	(NP*)	***
baskervilles05	24	19	are	be	VBP	(VP*	***
baskervilles05	24	20	equally	equally	RB	(ADJP*	***
baskervilles05	24	21	anxious	anxious	JJ	*	***
baskervilles05	24	22	that	that	IN	(SBAR*	***
baskervilles05	24	23	he	he	PRP	(S(NP*)	***
baskervilles05	24	24	should	should	MD	(VP*	***
baskervilles05	24	25	not	not	RB	*	***
baskervilles05	24	26	see	see	VB	(VP*	***
baskervilles05	24	27	them	them	PRP	(NP*))))))))))	***
baskervilles05	24	28	.	.	.	*)	***

baskervilles05	25	0	Now	Now	RB	(S(ADVP*)	***
baskervilles05	25	1	,	,	,	*	***
baskervilles05	25	2	this	this	DT	(NP*)	***
baskervilles05	25	3	is	be	VBZ	(VP*	***
baskervilles05	25	4	a	a	DT	(NP*	***
baskervilles05	25	5	most	most	RBS	(ADJP*	***
baskervilles05	25	6	suggestive	suggestive	JJ	*)	***
baskervilles05	25	7	fact	fact	NN	*))	***
baskervilles05	25	8	.	.	.	*	***
baskervilles05	25	9	''	''	''	*)	***

baskervilles05	26	0	``	``	``	(SBARQ*	***
baskervilles05	26	1	What	What	WP	(WHNP*)	***
baskervilles05	26	2	does	do	VBZ	(SQ*	***
baskervilles05	26	3	it	it	PRP	(NP*)	***
baskervilles05	26	4	suggest	suggest	VB	(VP*))	***
baskervilles05	26	5	?	?	.	*	***
baskervilles05	26	6	''	''	''	*)	***

baskervilles05	27	0	``	``	``	(S*	***
baskervilles05	27	1	It	It	PRP	(NP*)	***
baskervilles05	27	2	suggests	suggest	VBZ	(VP*	***
baskervilles05	27	3	--	--	:	*	***
baskervilles05	27	4	halloa	halloa	NN	(FRAG(NP*)	***
baskervilles05	27	5	,	,	,	*	***
baskervilles05	27	6	my	my	PRP$	(NP*	***
baskervilles05	27	7	dear	dear	RB	*	***
baskervilles05	27	8	fellow	fellow	JJ	*)	***
baskervilles05	27	9	,	,	,	*	***
baskervilles05	27	10	what	what	WP	(WHNP*)	***
baskervilles05	27	11	on	on	IN	(SBAR*	***
baskervilles05	27	12	earth	earth	NN	(S(NP*)	***
baskervilles05	27	13	is	be	VBZ	(VP*	***
baskervilles05	27	14	the	the	DT	(NP*	***
baskervilles05	27	15	matter	matter	NN	*))))))	***
baskervilles05	27	16	?	?	.	*	***
baskervilles05	27	17	''	''	''	*)	***

baskervilles05	28	0	As	As	IN	(S(SBAR*	***
baskervilles05	28	1	we	we	PRP	(S(NP*)	***
baskervilles05	28	2	came	come	VBD	(VP*	***
baskervilles05	28	3	round	round	VB	(VP*	***
baskervilles05	28	4	the	the	DT	(NP(NP*	***
baskervilles05	28	5	top	top	NN	*)	***
baskervilles05	28	6	of	of	IN	(PP*	***
baskervilles05	28	7	the	the	DT	(NP*	***
baskervilles05	28	8	stairs	stair	NNS	*)))))))	***
baskervilles05	28	9	we	we	PRP	(NP*)	***
baskervilles05	28	10	had	have	VBD	(VP*	***
baskervilles05	28	11	run	run	VBN	(VP*	***
baskervilles05	28	12	up	up	RP	(PRT*)	***
baskervilles05	28	13	against	against	IN	(PP*	***
baskervilles05	28	14	Sir	Sir	NNP	(NP(NP*	***
baskervilles05	28	15	Henry	Henry	NNP	*	***
baskervilles05	28	16	Baskerville	Baskerville	NNP	*)	***
baskervilles05	28	17	himself	himself	PRP	(NP*)))))	***
baskervilles05	28	18	.	.	.	*)	***

baskervilles05	29	0	His	His	PRP$	(S(S(NP*	***
baskervilles05	29	1	face	face	NN	*)	***
baskervilles05	29	2	was	be	VBD	(VP*	***
baskervilles05	29	3	flushed	flush	VBN	(VP*	***
baskervilles05	29	4	with	with	IN	(PP*	***
baskervilles05	29	5	anger	anger	NN	(NP*)))))	***
baskervilles05	29	6	,	,	,	*	***
baskervilles05	29	7	and	and	CC	*	***
baskervilles05	29	8	he	he	PRP	(S(NP*)	***
baskervilles05	29	9	held	hold	VBD	(VP*	***
baskervilles05	29	10	an	an	DT	(NP*	***
baskervilles05	29	11	old	old	JJ	(ADJP*	***
baskervilles05	29	12	and	and	CC	*	***
baskervilles05	29	13	dusty	dusty	JJ	*)	***
baskervilles05	29	14	boot	boot	NN	*)	***
baskervilles05	29	15	in	in	IN	(PP*	***
baskervilles05	29	16	one	one	CD	(NP(NP*)	***
baskervilles05	29	17	of	of	IN	(PP*	***
baskervilles05	29	18	his	his	PRP$	(NP*	***
baskervilles05	29	19	hands	hand	NNS	*))))))	***
baskervilles05	29	20	.	.	.	*)	***

baskervilles05	30	0	So	So	RB	(S(NP*	***
baskervilles05	30	1	furious	furious	JJ	*)	***
baskervilles05	30	2	was	be	VBD	(VP*	***
baskervilles05	30	3	he	he	PRP	(NP*)	***
baskervilles05	30	4	that	that	IN	(SBAR*	***
baskervilles05	30	5	he	he	PRP	(S(NP*)	***
baskervilles05	30	6	was	be	VBD	(VP*	***
baskervilles05	30	7	hardly	hardly	RB	(ADVP*)	***
baskervilles05	30	8	articulate	articulate	VB	(VP*	***
baskervilles05	30	9	,	,	,	*	***
baskervilles05	30	10	and	and	CC	(SBAR*	***
baskervilles05	30	11	when	when	WRB	(WHADVP*)	***
baskervilles05	30	12	he	he	PRP	(S(NP*)	***
baskervilles05	30	13	did	do	VBD	(VP*	***
baskervilles05	30	14	speak	speak	VB	(VP*	***
baskervilles05	30	15	it	it	PRP	(SBAR(S(NP*)	***
baskervilles05	30	16	was	be	VBD	(VP*	***
baskervilles05	30	17	in	in	IN	(PP*	***
baskervilles05	30	18	a	a	DT	(NP(NP*	***
baskervilles05	30	19	much	much	RB	(ADJP(ADJP*	***
baskervilles05	30	20	broader	broad	JJR	*)	***
baskervilles05	30	21	and	and	CC	*	***
baskervilles05	30	22	more	more	RBR	(ADJP*	***
baskervilles05	30	23	Western	Western	JJ	*))	***
baskervilles05	30	24	dialect	dialect	NN	*)	***
baskervilles05	30	25	than	than	IN	(PP*	***
