
baskervilles07	0	0	Chapter	Chapter	NN	(NP(NP*	***
baskervilles07	2	5	sat	sit	VBD	(VP*	***
baskervilles07	2	6	at	at	IN	(PP*	***
baskervilles07	2	7	breakfast	breakfast	NN	(NP*)))))	***
baskervilles07	2	8	the	the	DT	(NP*	***
baskervilles07	2	9	sunlight	sunlight	NN	*)	***
baskervilles07	2	10	flooded	flood	VBD	(VP*	***
baskervilles07	2	11	in	in	RP	(PRT*)	***
baskervilles07	2	12	through	through	IN	(PP*	***
baskervilles07	2	13	the	the	DT	(NP*	***
baskervilles07	2	14	high	high	JJ	*	***
baskervilles07	2	15	mullioned	mullioned	JJ	*	***
baskervilles07	2	16	windows	window	NNS	*))	***
baskervilles07	2	17	,	,	,	*	***
baskervilles07	2	18	throwing	throw	VBG	(S(VP*	***
baskervilles07	2	19	watery	watery	JJ	(NP(NP*	***
baskervilles07	2	20	patches	patch	NNS	*)	***
baskervilles07	2	21	of	of	IN	(PP*	***
baskervilles07	2	22	colour	colour	NN	(NP*)))	***
baskervilles07	2	23	from	from	IN	(PP*	***
baskervilles07	2	24	the	the	DT	(NP(NP*	***
baskervilles07	2	25	coats	coat	NNS	*)	***
baskervilles07	2	26	of	of	IN	(PP*	***
baskervilles07	2	27	arms	arm	NNS	(NP*))	***
baskervilles07	2	28	which	which	WDT	(SBAR(WHNP*)	***
baskervilles07	2	29	covered	cover	VBD	(S(VP*	***
baskervilles07	2	30	them	them	PRP	(NP*)))))))))	***
baskervilles07	2	31	.	.	.	*)	***

baskervilles07	3	0	The	The	DT	(S(S(NP*	***
baskervilles07	3	1	dark	dark	JJ	*	***
baskervilles07	3	2	panelling	panelling	NN	*)	***
baskervilles07	3	3	glowed	glow	VBD	(VP*	***
baskervilles07	3	4	like	like	IN	(PP*	***
baskervilles07	3	5	bronze	bronze	NN	(NP*))	***
baskervilles07	3	6	in	in	IN	(PP*	***
baskervilles07	3	7	the	the	DT	(NP*	***
baskervilles07	3	8	golden	golden	JJ	*	***
baskervilles07	3	9	rays	ray	NNS	*))))	***
baskervilles07	3	10	,	,	,	*	***
baskervilles07	3	11	and	and	CC	*	***
baskervilles07	3	12	it	it	PRP	(S(NP*)	***
baskervilles07	3	13	was	be	VBD	(VP*	***
baskervilles07	3	14	hard	hard	JJ	(ADJP*	***
baskervilles07	3	15	to	to	TO	(S(VP*	***
baskervilles07	3	16	realize	realize	VB	(VP*	***
baskervilles07	3	17	that	that	IN	(SBAR*	***
baskervilles07	3	18	this	this	DT	(S(NP*)	***
baskervilles07	3	19	was	be	VBD	(VP*	***
baskervilles07	3	20	indeed	indeed	RB	(ADVP*)	***
baskervilles07	3	21	the	the	DT	(NP(NP*	***
baskervilles07	3	22	chamber	chamber	NN	*)	***
baskervilles07	3	23	which	which	WDT	(SBAR(WHNP*)	***
baskervilles07	3	24	had	have	VBD	(S(VP*	***
baskervilles07	3	25	struck	strike	VBN	(VP*	***
baskervilles07	3	26	such	such	PDT	(NP*	***
baskervilles07	3	27	a	a	DT	*	***
baskervilles07	3	28	gloom	gloom	NN	*)	***
baskervilles07	3	29	into	into	IN	(PP*	***
baskervilles07	3	30	our	our	PRP$	(NP(NP*	***
baskervilles07	3	31	souls	soul	NNS	*)	***
baskervilles07	3	32	upon	upon	IN	(PP*	***
baskervilles07	3	33	the	the	DT	(NP(NP*	***
baskervilles07	3	34	evening	evening	NN	*)	***
baskervilles07	3	35	before	before	IN	(ADVP*)))))))))))))))))))	***
baskervilles07	3	36	.	.	.	*)	***

baskervilles07	4	0	``	``	``	(SINV(S*	***
baskervilles07	4	1	I	I	PRP	(NP*)	***
baskervilles07	4	2	guess	guess	VBP	(VP*	***
baskervilles07	4	3	it	it	PRP	(SBAR(S(NP*)	***
baskervilles07	4	4	is	be	VBZ	(VP*	***
baskervilles07	4	5	ourselves	ourselves	PRP	(UCP(NP*)	***
baskervilles07	4	6	and	and	CC	*	***
baskervilles07	4	7	not	not	RB	*	***
baskervilles07	4	8	the	the	DT	(NP*	***
baskervilles07	4	9	house	house	NN	*	***
baskervilles07	4	10	that	that	IN	(SBAR*	***
baskervilles07	4	11	we	we	PRP	(S(NP*)	***
baskervilles07	4	12	have	have	VBP	(VP*	***
baskervilles07	4	13	to	to	TO	(S(VP*	***
baskervilles07	4	14	blame	blame	VB	(VP*))))))))))))	***
baskervilles07	4	15	!	!	.	*	***
baskervilles07	4	16	''	''	''	*)	***
baskervilles07	4	17	said	say	VBD	(VP*)	***
baskervilles07	4	18	the	the	DT	(NP*	***
baskervilles07	4	19	baronet	baronet	NN	*)	***
baskervilles07	4	20	.	.	.	*)	***

baskervilles07	5	0	``	``	``	(S*	***
baskervilles07	5	1	We	We	PRP	(S(NP*)	***
baskervilles07	5	2	were	be	VBD	(VP*	***
baskervilles07	5	3	tired	tire	JJ	(ADJP(ADJP*	***
baskervilles07	5	4	with	with	IN	(PP*	***
baskervilles07	5	5	our	our	PRP$	(NP*	***
baskervilles07	5	6	journey	journey	NN	*)))	***
baskervilles07	5	7	and	and	CC	*	***
baskervilles07	5	8	chilled	chill	JJ	(ADJP*	***
baskervilles07	5	9	by	by	IN	(PP*	***
baskervilles07	5	10	our	our	PRP$	(NP*	***
baskervilles07	5	11	drive	drive	NN	*))))))	***
baskervilles07	5	12	,	,	,	*	***
baskervilles07	5	13	so	so	CC	*	***
baskervilles07	5	14	we	we	PRP	(S(NP*)	***
baskervilles07	5	15	took	take	VBD	(VP*	***
baskervilles07	5	16	a	a	DT	(NP(NP*	***
baskervilles07	5	17	gray	gray	JJ	*	***
baskervilles07	5	18	view	view	NN	*)	***
baskervilles07	5	19	of	of	IN	(PP*	***
baskervilles07	5	20	the	the	DT	(NP*	***
baskervilles07	5	21	place	place	NN	*)))))	***
baskervilles07	5	22	.	.	.	*)	***

baskervilles07	6	0	Now	Now	RB	(S(ADVP*)	***
baskervilles07	6	1	we	we	PRP	(NP*)	***
baskervilles07	6	2	are	be	VBP	(VP*	***
baskervilles07	6	3	fresh	fresh	JJ	(ADJP*	***
baskervilles07	6	4	and	and	CC	*	***
baskervilles07	6	5	well	well	JJ	*)	***
baskervilles07	6	6	,	,	,	*	***
baskervilles07	6	7	so	so	IN	(SBAR*	***
baskervilles07	6	8	it	it	PRP	(S(NP*)	***
baskervilles07	6	9	is	be	VBZ	(VP*	***
baskervilles07	6	10	all	all	RB	(ADJP*	***
baskervilles07	6	11	cheerful	cheerful	JJ	*	***
baskervilles07	6	12	once	once	RB	*	***
baskervilles07	6	13	more	more	RBR	*)))))	***
baskervilles07	6	14	.	.	.	*	***
baskervilles07	6	15	''	''	''	*)	***

baskervilles07	7	0	``	``	``	(S*	***
baskervilles07	7	1	And	And	CC	(S*	***
baskervilles07	7	2	yet	yet	RB	(ADVP*)	***
baskervilles07	7	3	it	it	PRP	(NP*)	***
baskervilles07	7	4	was	be	VBD	(VP*	***
baskervilles07	7	5	not	not	RB	*	***
baskervilles07	7	6	entirely	entirely	RB	(ADVP*)	***
baskervilles07	7	7	a	a	DT	(NP(NP*	***
baskervilles07	7	8	question	question	NN	*)	***
baskervilles07	7	9	of	of	IN	(PP*	***
baskervilles07	7	10	imagination	imagination	NN	(NP*)))))	***
baskervilles07	7	11	,	,	,	*	***
baskervilles07	7	12	''	''	''	*	***
baskervilles07	7	13	I	I	PRP	(NP*)	***
baskervilles07	7	14	answered	answer	VBD	(VP*)	***
baskervilles07	7	15	.	.	.	*)	***

baskervilles07	8	0	``	``	``	(SQ*	***
baskervilles07	8	1	Did	Do	VBD	*	***
baskervilles07	8	2	you	you	PRP	(NP*)	***
baskervilles07	8	3	,	,	,	*	***
baskervilles07	8	4	for	for	IN	(PP*	***
baskervilles07	8	5	example	example	NN	(NP*))	***
baskervilles07	8	6	,	,	,	*	***
baskervilles07	8	7	happen	happen	VB	(VP*	***
baskervilles07	8	8	to	to	TO	(S(VP*	***
baskervilles07	8	9	hear	hear	VB	(VP*	***
baskervilles07	8	10	someone	someone	NN	(NP(NP*)	***
baskervilles07	8	11	,	,	,	*	***
baskervilles07	8	12	a	a	DT	(NP(NP*	***
baskervilles07	8	13	woman	woman	NN	*)	***
baskervilles07	8	14	I	I	PRP	(SBAR(S(NP*)	***
baskervilles07	8	15	think	think	VBP	(VP*	***
baskervilles07	8	16	,	,	,	*	***
baskervilles07	8	17	sobbing	sob	VBG	(S(VP*	***
baskervilles07	8	18	in	in	IN	(PP*	***
baskervilles07	8	19	the	the	DT	(NP*	***
baskervilles07	8	20	night	night	NN	*)))))))))))))	***
baskervilles07	8	21	?	?	.	*	***
baskervilles07	8	22	''	''	''	*)	***

baskervilles07	9	0	``	``	``	(S*	***
baskervilles07	9	1	That	That	DT	(NP*)	***
baskervilles07	9	2	is	be	VBZ	(VP*	***
baskervilles07	9	3	curious	curious	JJ	(ADJP*)	***
baskervilles07	9	4	,	,	,	*	***
baskervilles07	9	5	for	for	IN	(SBAR*	***
baskervilles07	9	6	I	I	PRP	(S(NP*)	***
baskervilles07	9	7	did	do	VBD	(VP*	***
baskervilles07	9	8	when	when	WRB	(SBAR(WHADVP*)	***
baskervilles07	9	9	I	I	PRP	(S(NP*)	***
baskervilles07	9	10	was	be	VBD	(VP*	***
baskervilles07	9	11	half	half	RB	(ADJP*	***
baskervilles07	9	12	asleep	asleep	RB	*	***
baskervilles07	9	13	fancy	fancy	JJ	*	***
baskervilles07	9	14	that	that	IN	(SBAR*	***
baskervilles07	9	15	I	I	PRP	(S(NP*)	***
baskervilles07	9	16	heard	hear	VBD	(VP*	***
baskervilles07	9	17	something	something	NN	(NP(NP*)	***
baskervilles07	9	18	of	of	IN	(PP*	***
baskervilles07	9	19	the	the	DT	(NP*	***
baskervilles07	9	20	sort	sort	NN	*))))))))))))))	***
baskervilles07	9	21	.	.	.	*)	***

baskervilles07	10	0	I	I	PRP	(S(S(NP*)	***
baskervilles07	10	1	waited	wait	VBD	(VP*	***
baskervilles07	10	2	quite	quite	PDT	(NP*	***
baskervilles07	10	3	a	a	DT	*	***
baskervilles07	10	4	time	time	NN	*)))	***
baskervilles07	10	5	,	,	,	*	***
baskervilles07	10	6	but	but	CC	*	***
baskervilles07	10	7	there	there	EX	(S(NP*)	***
baskervilles07	10	8	was	be	VBD	(VP*	***
baskervilles07	10	9	no	no	RB	(ADJP(ADJP*	***
baskervilles07	10	10	more	more	JJR	*)	***
baskervilles07	10	11	of	of	IN	(PP*	***
baskervilles07	10	12	it	it	PRP	(NP*)))))	***
baskervilles07	10	13	,	,	,	*	***
baskervilles07	10	14	so	so	CC	*	***
baskervilles07	10	15	I	I	PRP	(S(NP*)	***
baskervilles07	10	16	concluded	conclude	VBD	(VP*	***
baskervilles07	10	17	that	that	IN	(SBAR*	***
baskervilles07	10	18	it	it	PRP	(S(NP*)	***
baskervilles07	10	19	was	be	VBD	(VP*	***
baskervilles07	10	20	all	all	PDT	(NP*	***
baskervilles07	10	21	a	a	DT	*	***
baskervilles07	10	22	dream	dream	NN	*))))))	***
baskervilles07	10	23	.	.	.	*	***
baskervilles07	10	24	''	''	''	*)	***

baskervilles07	11	0	``	``	``	(S*	***
baskervilles07	11	1	I	I	PRP	(S(NP*)	***
baskervilles07	11	2	heard	hear	VBD	(VP*	***
baskervilles07	11	3	it	it	PRP	(NP*)	***
baskervilles07	11	4	distinctly	distinctly	RB	(ADVP*)))	***
baskervilles07	11	5	,	,	,	*	***
baskervilles07	11	6	and	and	CC	*	***
baskervilles07	11	7	I	I	PRP	(S(NP*)	***
baskervilles07	11	8	am	be	VBP	(VP*	***
baskervilles07	11	9	sure	sure	JJ	(ADJP*	***
baskervilles07	11	10	that	that	IN	(SBAR*	***
baskervilles07	11	11	it	it	PRP	(S(NP*)	***
baskervilles07	11	12	was	be	VBD	(VP*	***
baskervilles07	11	13	really	really	RB	(ADVP*)	***
baskervilles07	11	14	the	the	DT	(NP(NP*	***
baskervilles07	11	15	sob	sob	VB	*)	***
baskervilles07	11	16	of	of	IN	(PP*	***
baskervilles07	11	17	a	a	DT	(NP*	***
baskervilles07	11	18	woman	woman	NN	*)))))))))	***
baskervilles07	11	19	.	.	.	*	***
baskervilles07	11	20	''	''	''	*)	***

baskervilles07	12	0	``	``	``	(S*	***
baskervilles07	12	1	We	We	PRP	(NP*)	***
baskervilles07	12	2	must	must	MD	(VP*	***
baskervilles07	12	3	ask	ask	VB	(VP*	***
baskervilles07	12	4	about	about	IN	(PP*	***
baskervilles07	12	5	this	this	DT	(NP*))	***
baskervilles07	12	6	right	right	RB	(ADVP*	***
baskervilles07	12	7	away	away	RB	*)))	***
baskervilles07	12	8	.	.	.	*	***
baskervilles07	12	9	''	''	''	*)	***

baskervilles07	13	0	He	He	PRP	(S(NP*)	***
baskervilles07	13	1	rang	ring	VBD	(VP(VP*	***
baskervilles07	13	2	the	the	DT	(NP*	***
baskervilles07	13	3	bell	bell	NN	*))	***
baskervilles07	13	4	and	and	CC	*	***
baskervilles07	13	5	asked	ask	VBD	(VP*	***
baskervilles07	13	6	Barrymore	Barrymore	NNP	(NP*)	***
baskervilles07	13	7	whether	whether	IN	(SBAR*	***
baskervilles07	13	8	he	he	PRP	(S(NP*)	***
baskervilles07	13	9	could	could	MD	(VP*	***
baskervilles07	13	10	account	account	VB	(VP*	***
baskervilles07	13	11	for	for	IN	(PP*	***
baskervilles07	13	12	our	our	PRP$	(NP*	***
baskervilles07	13	13	experience	experience	NN	*))))))))	***
baskervilles07	13	14	.	.	.	*)	***

baskervilles07	14	0	It	It	PRP	(S(NP*)	***
baskervilles07	14	1	seemed	seem	VBD	(VP*	***
baskervilles07	14	2	to	to	TO	(PP*	***
baskervilles07	14	3	me	me	PRP	(NP*))	***
baskervilles07	14	4	that	that	IN	(SBAR*	***
baskervilles07	14	5	the	the	DT	(S(NP(NP*	***
baskervilles07	14	6	pallid	pallid	JJ	*	***
baskervilles07	14	7	features	feature	NNS	*)	***
baskervilles07	14	8	of	of	IN	(PP*	***
baskervilles07	14	9	the	the	DT	(NP*	***
baskervilles07	14	10	butler	butler	NN	*)))	***
baskervilles07	14	11	turned	turn	VBD	(VP*	***
baskervilles07	14	12	a	a	DT	(NP*	***
baskervilles07	14	13	shade	shade	NN	*	***
baskervilles07	14	14	paler	paler	NN	*)	***
baskervilles07	14	15	still	still	RB	(ADVP*)	***
baskervilles07	14	16	as	as	IN	(SBAR*	***
baskervilles07	14	17	he	he	PRP	(S(NP*)	***
baskervilles07	14	18	listened	listen	VBD	(VP*	***
baskervilles07	14	19	to	to	TO	(PP*	***
baskervilles07	14	20	his	his	PRP$	(NP(NP*	***
baskervilles07	14	21	master	master	NN	*	***
baskervilles07	14	22	's	's	POS	*)	***
baskervilles07	14	23	question	question	NN	*)))))))))	***
baskervilles07	14	24	.	.	.	*)	***

baskervilles07	15	0	``	``	``	(S*	***
baskervilles07	15	1	There	There	EX	(S(NP*)	***
baskervilles07	15	2	are	be	VBP	(VP*	***
baskervilles07	15	3	only	only	RB	(NP(QP*	***
baskervilles07	15	4	two	two	CD	*)	***
baskervilles07	15	5	women	woman	NNS	*)	***
baskervilles07	15	6	in	in	IN	(PP*	***
baskervilles07	15	7	the	the	DT	(NP(NP*	***
baskervilles07	15	8	house	house	NN	*)	***
baskervilles07	15	9	,	,	,	*	***
baskervilles07	15	10	Sir	Sir	NNP	(NP*	***
baskervilles07	15	11	Henry	Henry	NNP	*)))))	***
baskervilles07	15	12	,	,	,	*	***
baskervilles07	15	13	''	''	''	*	***
baskervilles07	15	14	he	he	PRP	(NP*)	***
baskervilles07	15	15	answered	answer	VBD	(VP*)	***
baskervilles07	15	16	.	.	.	*)	***

baskervilles07	16	0	``	``	``	(S*	***
baskervilles07	16	1	One	One	CD	(NP*)	***
baskervilles07	16	2	is	be	VBZ	(VP*	***
baskervilles07	16	3	the	the	DT	(NP(NP*	***
baskervilles07	16	4	scullery-maid	scullery-maid	JJ	*)	***
baskervilles07	16	5	,	,	,	*	***
baskervilles07	16	6	who	who	WP	(SBAR(WHNP*)	***
baskervilles07	16	7	sleeps	sleep	VBZ	(S(VP*	***
baskervilles07	16	8	in	in	IN	(PP*	***
baskervilles07	16	9	the	the	DT	(NP*	***
baskervilles07	16	10	other	other	JJ	*	***
baskervilles07	16	11	wing	wing	NN	*)))))))	***
baskervilles07	16	12	.	.	.	*)	***

baskervilles07	17	0	The	The	DT	(S(S(NP*	***
baskervilles07	17	1	other	other	JJ	*)	***
baskervilles07	17	2	is	be	VBZ	(VP*	***
baskervilles07	17	3	my	my	PRP$	(NP*	***
baskervilles07	17	4	wife	wife	NN	*)))	***
baskervilles07	17	5	,	,	,	*	***
baskervilles07	17	6	and	and	CC	*	***
baskervilles07	17	7	I	I	PRP	(S(NP*)	***
baskervilles07	17	8	can	can	MD	(VP*	***
baskervilles07	17	9	answer	answer	VB	(VP*	***
baskervilles07	17	10	for	for	IN	(PP*	***
baskervilles07	17	11	it	it	PRP	(NP*))	***
baskervilles07	17	12	that	that	IN	(SBAR*	***
baskervilles07	17	13	the	the	DT	(S(NP*	***
baskervilles07	17	14	sound	sound	NN	*)	***
baskervilles07	17	15	could	could	MD	(VP*	***
baskervilles07	17	16	not	not	RB	*	***
baskervilles07	17	17	have	have	VB	(VP*	***
baskervilles07	17	18	come	come	VBN	(VP*	***
baskervilles07	17	19	from	from	IN	(PP*	***
baskervilles07	17	20	her	her	PRP	(NP*))))))))))	***
baskervilles07	17	21	.	.	.	*	***
baskervilles07	17	22	''	''	''	*)	***

baskervilles07	18	0	And	And	CC	(S*	***
baskervilles07	18	1	yet	yet	RB	*	***
baskervilles07	18	2	he	he	PRP	(NP*)	***
baskervilles07	18	3	lied	lie	VBD	(VP*	***
baskervilles07	18	4	as	as	IN	(SBAR*	***
baskervilles07	18	5	he	he	PRP	(S(NP*)	***
baskervilles07	18	6	said	say	VBD	(VP*	***
baskervilles07	18	7	it	it	PRP	(SBAR(S(NP*)	***
baskervilles07	18	8	,	,	,	*	***
baskervilles07	18	9	for	for	IN	(PP*	***
baskervilles07	18	10	it	it	PRP	(NP*))	***
baskervilles07	18	11	chanced	chance	VBD	(VP*	***
baskervilles07	18	12	that	that	IN	(SBAR*	***
baskervilles07	18	13	after	after	IN	(S(PP*	***
baskervilles07	18	14	breakfast	breakfast	NN	(NP*))	***
baskervilles07	18	15	I	I	PRP	(NP*)	***
baskervilles07	18	16	met	meet	VBD	(VP*	***
baskervilles07	18	17	Mrs.	Mrs.	NNP	(NP*	***
baskervilles07	18	18	Barrymore	Barrymore	NNP	*)	***
baskervilles07	18	19	in	in	IN	(PP*	***
baskervilles07	18	20	the	the	DT	(NP*	***
baskervilles07	18	21	long	long	JJ	*	***
baskervilles07	18	22	corridor	corridor	NN	*))	***
baskervilles07	18	23	with	with	IN	(PP*	***
baskervilles07	18	24	the	the	DT	(NP(NP*	***
baskervilles07	18	25	sun	sun	NN	*)	***
baskervilles07	18	26	full	full	JJ	(ADJP*	***
baskervilles07	18	27	upon	upon	IN	(PP*	***
baskervilles07	18	28	her	her	PRP$	(NP*	***
baskervilles07	18	29	face	face	NN	*)))))))))))))))	***
baskervilles07	18	30	.	.	.	*)	***

baskervilles07	19	0	She	She	PRP	(S(NP*)	***
baskervilles07	19	1	was	be	VBD	(VP*	***
baskervilles07	19	2	a	a	DT	(NP(NP*	***
baskervilles07	19	3	large	large	JJ	*	***
baskervilles07	19	4	,	,	,	*	***
baskervilles07	19	5	impassive	impassive	JJ	*	***
baskervilles07	19	6	,	,	,	*	***
baskervilles07	19	7	heavy-featured	heavy-featured	JJ	*	***
baskervilles07	19	8	woman	woman	NN	*)	***
baskervilles07	19	9	with	with	IN	(PP*	***
baskervilles07	19	10	a	a	DT	(NP(NP*	***
baskervilles07	19	11	stern	stern	JJ	*	***
baskervilles07	19	12	set	set	NN	*	***
baskervilles07	19	13	expression	expression	NN	*)	***
baskervilles07	19	14	of	of	IN	(PP*	***
baskervilles07	19	15	mouth	mouth	NN	(NP*))))))	***
baskervilles07	19	16	.	.	.	*)	***

baskervilles07	20	0	But	But	CC	(S*	***
baskervilles07	20	1	her	her	PRP$	(NP*	***
baskervilles07	20	2	telltale	telltale	JJ	*	***
baskervilles07	20	3	eyes	eye	NNS	*)	***
baskervilles07	20	4	were	be	VBD	(VP(VP*	***
baskervilles07	20	5	red	red	JJ	(ADJP*))	***
baskervilles07	20	6	and	and	CC	*	***
baskervilles07	20	7	glanced	glanced	VBD	(VP*	***
baskervilles07	20	8	at	at	IN	(PP*	***
baskervilles07	20	9	me	me	PRP	(NP*))	***
baskervilles07	20	10	from	from	IN	(PP*	***
baskervilles07	20	11	between	between	IN	*	***
baskervilles07	20	12	swollen	swollen	JJ	(NP*	***
baskervilles07	20	13	lids	lid	NNS	*))))	***
baskervilles07	20	14	.	.	.	*)	***

baskervilles07	21	0	It	It	PRP	(S(NP*)	***
baskervilles07	21	1	was	be	VBD	(VP*	***
baskervilles07	21	2	she	she	PRP	(NP*)	***
baskervilles07	21	3	,	,	,	*	***
baskervilles07	21	4	then	then	RB	(ADVP*)	***
baskervilles07	21	5	,	,	,	*	***
baskervilles07	21	6	who	who	WP	(SBAR(SBAR(WHNP*)	***
baskervilles07	21	7	wept	weep	VBD	(S(VP*	***
baskervilles07	21	8	in	in	IN	(PP*	***
baskervilles07	21	9	the	the	DT	(NP*	***
baskervilles07	21	10	night	night	NN	*)))))	***
baskervilles07	21	11	,	,	,	*	***
baskervilles07	21	12	and	and	CC	*	***
baskervilles07	21	13	if	if	IN	(SBAR*	***
baskervilles07	21	14	she	she	PRP	(S(NP*)	***
baskervilles07	21	15	did	do	VBD	(VP*	***
baskervilles07	21	16	so	so	RB	(ADVP*)	***
baskervilles07	21	17	her	her	PRP$	(SBAR(S(NP*	***
baskervilles07	21	18	husband	husband	NN	*)	***
baskervilles07	21	19	must	must	MD	(VP*	***
baskervilles07	21	20	know	know	VB	(VP*	***
baskervilles07	21	21	it	it	PRP	(NP*))))))))))	***
baskervilles07	21	22	.	.	.	*)	***

baskervilles07	22	0	Yet	Yet	CC	(S*	***
baskervilles07	22	1	he	he	PRP	(NP*)	***
baskervilles07	22	2	had	have	VBD	(VP*	***
baskervilles07	22	3	taken	take	VBN	(VP*	***
baskervilles07	22	4	the	the	DT	(NP(NP*	***
baskervilles07	22	5	obvious	obvious	JJ	*	***
baskervilles07	22	6	risk	risk	NN	*)	***
baskervilles07	22	7	of	of	IN	(PP*	***
baskervilles07	22	8	discovery	discovery	NN	(NP*)))	***
baskervilles07	22	9	in	in	IN	(PP*	***
baskervilles07	22	10	declaring	declare	VBG	(S(VP*	***
baskervilles07	22	11	that	that	IN	(SBAR*	***
baskervilles07	22	12	it	it	PRP	(S(NP*)	***
baskervilles07	22	13	was	be	VBD	(VP*	***
baskervilles07	22	14	not	not	RB	*	***
baskervilles07	22	15	so	so	RB	(ADJP*)))))))))	***
baskervilles07	22	16	.	.	.	*)	***

baskervilles07	23	0	Why	Why	WRB	(SBARQ(WHADVP*)	***
baskervilles07	23	1	had	have	VBD	(SQ*	***
baskervilles07	23	2	he	he	PRP	(NP*)	***
baskervilles07	23	3	done	do	VBN	(VP*	***
baskervilles07	23	4	this	this	DT	(NP*)))	***
baskervilles07	23	5	?	?	.	*)	***

baskervilles07	24	0	And	And	CC	(SBARQ*	***
baskervilles07	24	1	why	why	WRB	(WHADVP*)	***
baskervilles07	24	2	did	do	VBD	(SQ*	***
baskervilles07	24	3	she	she	PRP	(NP*)	***
baskervilles07	24	4	weep	weep	NN	(VP*	***
baskervilles07	24	5	so	so	RB	(ADVP*	***
baskervilles07	24	6	bitterly	bitterly	RB	*)))	***
baskervilles07	24	7	?	?	.	*)	***

baskervilles07	25	0	Already	Already	RB	(S(ADVP*	***
baskervilles07	25	1	round	round	NN	*)	***
baskervilles07	25	2	this	this	DT	(NP*	***
baskervilles07	25	3	pale-faced	pale-faced	JJ	*	***
baskervilles07	25	4	,	,	,	*	***
baskervilles07	25	5	handsome	handsome	JJ	*	***
baskervilles07	25	6	,	,	,	*	***
baskervilles07	25	7	black-bearded	black-bearded	JJ	*	***
baskervilles07	25	8	man	man	NN	*	***
baskervilles07	25	9	there	there	EX	*)	***
baskervilles07	25	10	was	be	VBD	(VP*	***
baskervilles07	25	11	gathering	gather	VBG	(VP*	***
baskervilles07	25	12	an	an	DT	(NP(NP*	***
baskervilles07	25	13	atmosphere	atmosphere	NN	*)	***
baskervilles07	25	14	of	of	IN	(PP(PP*	***
baskervilles07	25	15	mystery	mystery	NN	(NP*))	***
baskervilles07	25	16	and	and	CC	*	***
baskervilles07	25	17	of	of	IN	(PP*	***
baskervilles07	25	18	gloom	gloom	NN	(NP*))))))	***
baskervilles07	25	19	.	.	.	*)	***

baskervilles07	26	0	It	It	PRP	(S(S(NP*)	***
baskervilles07	26	1	was	be	VBD	(VP*	***
baskervilles07	26	2	he	he	PRP	(NP*)	***
baskervilles07	26	3	who	who	WP	(SBAR(WHNP*)	***
baskervilles07	26	4	had	have	VBD	(S(VP*	***
baskervilles07	26	5	been	be	VBN	(VP*	***
baskervilles07	26	6	the	the	DT	(NP(NP*	***
baskervilles07	26	7	first	first	JJ	*)	***
